,NGRAM_TFIDF_RF,DATA_LABEL,DATA_TYPE,WORD_TFIFD_RF,CHAR_NGRAM_TFIDF_RF,WC_RF,EXP,N
0,0.7857142857142858,1674,SPEAKERS,0.8695652173913043,0.9090909090909091,0.9166666666666666,TB_NONTB,464
1,0.5454545454545454,1674,SPEAKERS,0.5555555555555556,0.5882352941176471,0.6666666666666665,TB_NONTB,464
2,0.8571428571428572,1674,SPEAKERS,0.8571428571428572,0.8421052631578948,0.8571428571428572,TB_NONTB,464
3,0.9565217391304348,1674,SPEAKERS,1.0,1.0,1.0,TB_NONTB,464
4,0.9565217391304348,1674,SPEAKERS,0.9523809523809523,0.9523809523809523,0.9090909090909091,TB_NONTB,464
5,0.8695652173913043,1674,SPEAKERS,0.9523809523809523,0.9523809523809523,0.9090909090909091,TB_NONTB,464
6,0.8695652173913043,1674,SPEAKERS,0.8695652173913043,0.8695652173913043,0.8695652173913043,TB_NONTB,464
7,0.8695652173913043,1674,SPEAKERS,0.9090909090909091,0.9090909090909091,0.9090909090909091,TB_NONTB,464
8,0.8181818181818182,1674,SPEAKERS,0.9,0.8421052631578948,0.9,TB_NONTB,464
9,0.9565217391304348,1674,SPEAKERS,0.9090909090909091,0.9523809523809523,0.9090909090909091,TB_NONTB,464
10,0.9090909090909091,1674,SPEAKERS,0.9090909090909091,0.9090909090909091,0.9090909090909091,TB_NONTB,464
11,1.0,1674,SPEAKERS,1.0,1.0,1.0,TB_NONTB,464
12,0.9166666666666666,1674,SPEAKERS,0.9565217391304348,0.9565217391304348,0.9565217391304348,TB_NONTB,464
13,1.0,1674,SPEAKERS,1.0,1.0,1.0,TB_NONTB,464
14,0.846153846153846,1674,SPEAKERS,0.9166666666666666,0.9565217391304348,0.9565217391304348,TB_NONTB,464
15,0.8000000000000002,1674,SPEAKERS,0.888888888888889,0.888888888888889,0.888888888888889,TB_NONTB,464
16,1.0,1674,SPEAKERS,1.0,0.9473684210526316,1.0,TB_NONTB,464
17,0.8571428571428572,1674,SPEAKERS,0.9473684210526316,0.9473684210526316,0.9473684210526316,TB_NONTB,464
18,0.9090909090909091,1674,SPEAKERS,1.0,1.0,1.0,TB_NONTB,464
19,0.9523809523809523,1674,SPEAKERS,1.0,1.0,1.0,TB_NONTB,464
0,0.8571428571428571,1675,SPEAKERS,0.8666666666666667,0.8666666666666667,0.9375,TB_NONTB,648
1,0.9375,1675,SPEAKERS,0.967741935483871,0.967741935483871,0.967741935483871,TB_NONTB,648
2,0.8666666666666667,1675,SPEAKERS,0.8571428571428571,0.8571428571428571,0.8275862068965518,TB_NONTB,648
3,0.7586206896551724,1675,SPEAKERS,0.8148148148148148,0.8148148148148148,0.8148148148148148,TB_NONTB,648
4,0.8387096774193549,1675,SPEAKERS,0.8387096774193549,0.896551724137931,0.896551724137931,TB_NONTB,648
5,0.8387096774193549,1675,SPEAKERS,0.9032258064516129,0.8666666666666667,0.8666666666666667,TB_NONTB,648
6,0.8666666666666667,1675,SPEAKERS,0.896551724137931,0.9285714285714286,0.896551724137931,TB_NONTB,648
7,0.7857142857142856,1675,SPEAKERS,0.846153846153846,0.846153846153846,0.846153846153846,TB_NONTB,648
8,0.896551724137931,1675,SPEAKERS,0.9285714285714286,0.9285714285714286,0.9285714285714286,TB_NONTB,648
9,0.9032258064516129,1675,SPEAKERS,0.9333333333333333,0.9333333333333333,0.9032258064516129,TB_NONTB,648
10,0.8571428571428571,1675,SPEAKERS,0.8749999999999999,0.9333333333333333,0.8749999999999999,TB_NONTB,648
11,0.8666666666666667,1675,SPEAKERS,0.8571428571428571,0.8571428571428571,0.8275862068965518,TB_NONTB,648
12,0.9090909090909091,1675,SPEAKERS,0.9375,0.9375,0.9375,TB_NONTB,648
13,0.8571428571428571,1675,SPEAKERS,0.9375,0.9375,0.967741935483871,TB_NONTB,648
14,0.7878787878787877,1675,SPEAKERS,0.8571428571428571,0.8275862068965518,0.8275862068965518,TB_NONTB,648
15,0.8666666666666667,1675,SPEAKERS,0.8571428571428571,0.896551724137931,0.896551724137931,TB_NONTB,648
16,0.896551724137931,1675,SPEAKERS,0.896551724137931,0.896551724137931,0.896551724137931,TB_NONTB,648
