,DATA_TYPE,N,DATA_LABEL,NGRAM_TFIDF_RF,EXP,WORD_TFIFD_RF,CHAR_NGRAM_TFIDF_RF,WC_RF
12,ALL,10978,all,0.7440944881889764,TB_NONTB,0.7663157894736842,0.7552742616033754,0.7625
13,ALL,10978,all,0.7867494824016562,TB_NONTB,0.7933884297520661,0.7866108786610879,0.7941176470588235
14,ALL,10978,all,0.7704280155642023,TB_NONTB,0.7801980198019802,0.7735470941883769,0.7857142857142857
15,ALL,10978,all,0.8441814595660749,TB_NONTB,0.8507157464212678,0.8455284552845528,0.8507157464212678
16,ALL,10978,all,0.8330058939096268,TB_NONTB,0.84,0.8531187122736419,0.8496993987975952
17,ALL,10978,all,0.8277227722772277,TB_NONTB,0.8306451612903226,0.844,0.8416833667334669
18,ALL,10978,all,0.7668593448940271,TB_NONTB,0.7791164658634538,0.7661290322580645,0.7717171717171717
19,ALL,10978,all,0.837573385518591,TB_NONTB,0.8333333333333333,0.8362919132149902,0.8379446640316206
0,INTERRUPTERS,859,1629,0.9500000000000001,TB_NONTB,0.9500000000000001,0.9500000000000001,0.9500000000000001
1,INTERRUPTERS,859,1629,0.8648648648648648,TB_NONTB,0.8333333333333334,0.8333333333333334,0.8648648648648648
2,INTERRUPTERS,859,1629,0.8717948717948718,TB_NONTB,0.8947368421052632,0.8947368421052632,0.9473684210526316
3,INTERRUPTERS,859,1629,0.8235294117647058,TB_NONTB,0.8571428571428571,0.8571428571428571,0.8333333333333334
4,INTERRUPTERS,859,1629,0.8648648648648648,TB_NONTB,0.8333333333333334,0.8108108108108107,0.8333333333333334
5,INTERRUPTERS,859,1629,0.7058823529411764,TB_NONTB,0.5806451612903226,0.7058823529411764,0.6285714285714286
6,INTERRUPTERS,859,1629,0.7777777777777777,TB_NONTB,0.8648648648648648,0.8333333333333334,0.8421052631578948
7,INTERRUPTERS,859,1629,0.8947368421052632,TB_NONTB,0.8947368421052632,0.8947368421052632,0.8947368421052632
8,INTERRUPTERS,859,1629,0.9230769230769231,TB_NONTB,0.9189189189189189,0.9473684210526316,0.9189189189189189
9,INTERRUPTERS,859,1629,0.975609756097561,TB_NONTB,0.9500000000000001,0.9500000000000001,0.9500000000000001
10,INTERRUPTERS,859,1629,0.8947368421052632,TB_NONTB,0.8947368421052632,0.9189189189189189,0.9189189189189189
11,INTERRUPTERS,859,1629,0.8333333333333334,TB_NONTB,0.8,0.8333333333333334,0.8333333333333334
12,INTERRUPTERS,859,1629,0.8823529411764706,TB_NONTB,0.8823529411764706,0.8823529411764706,0.8823529411764706
13,INTERRUPTERS,859,1629,0.7777777777777778,TB_NONTB,0.8108108108108109,0.8333333333333333,0.8108108108108109
14,INTERRUPTERS,859,1629,0.6451612903225806,TB_NONTB,0.6666666666666667,0.625,0.6285714285714286
15,INTERRUPTERS,859,1629,0.6875,TB_NONTB,0.8235294117647058,0.8235294117647058,0.8235294117647058
16,INTERRUPTERS,859,1629,0.9444444444444444,TB_NONTB,0.9444444444444444,0.9444444444444444,0.918918918918919
17,INTERRUPTERS,859,1629,0.8888888888888888,TB_NONTB,0.8888888888888888,0.8888888888888888,0.8571428571428572
18,INTERRUPTERS,859,1629,0.918918918918919,TB_NONTB,0.9444444444444444,0.8823529411764706,0.8648648648648649
19,INTERRUPTERS,859,1629,0.7222222222222222,TB_NONTB,0.7058823529411765,0.7777777777777778,0.7222222222222222
0,INTERRUPTERS,752,1601,0.7368421052631577,TB_NONTB,0.8333333333333333,0.8125,0.8648648648648648
1,INTERRUPTERS,752,1601,0.8421052631578947,TB_NONTB,0.8484848484848485,0.787878787878788,0.8571428571428571
2,INTERRUPTERS,752,1601,0.9189189189189189,TB_NONTB,0.9411764705882353,0.9142857142857143,0.9444444444444444
3,INTERRUPTERS,752,1601,0.8571428571428571,TB_NONTB,0.9375,0.9375,0.9090909090909091
4,INTERRUPTERS,752,1601,0.7999999999999999,TB_NONTB,0.8749999999999999,0.7586206896551724,0.8749999999999999
5,INTERRUPTERS,752,1601,0.8387096774193549,TB_NONTB,0.8387096774193549,0.8000000000000002,0.8387096774193549
6,INTERRUPTERS,752,1601,0.8717948717948718,TB_NONTB,1.0,0.9696969696969697,0.9444444444444444
7,INTERRUPTERS,752,1601,0.7428571428571428,TB_NONTB,0.9090909090909091,0.9090909090909091,0.9090909090909091
8,INTERRUPTERS,752,1601,0.7999999999999999,TB_NONTB,0.8333333333333333,0.8333333333333333,0.8108108108108107
9,INTERRUPTERS,752,1601,0.75,TB_NONTB,0.8125,0.8749999999999999,0.8235294117647058
10,INTERRUPTERS,752,1601,0.7906976744186047,TB_NONTB,0.9411764705882353,0.8749999999999999,0.9375
11,INTERRUPTERS,752,1601,0.7894736842105262,TB_NONTB,0.6896551724137931,0.6428571428571428,0.7741935483870968
12,INTERRUPTERS,752,1601,0.8717948717948718,TB_NONTB,0.8571428571428571,0.6666666666666667,0.8484848484848485
13,INTERRUPTERS,752,1601,0.7777777777777778,TB_NONTB,0.56,0.38095238095238093,0.6666666666666667
14,INTERRUPTERS,752,1601,0.6842105263157895,TB_NONTB,0.7096774193548386,0.7096774193548386,0.7333333333333334
15,INTERRUPTERS,752,1601,0.744186046511628,TB_NONTB,0.9142857142857143,0.9696969696969697,0.9142857142857143
16,INTERRUPTERS,752,1601,0.8205128205128205,TB_NONTB,0.8823529411764706,0.9090909090909091,0.8333333333333333
17,INTERRUPTERS,752,1601,0.8095238095238095,TB_NONTB,0.9189189189189189,0.9142857142857143,0.8947368421052632
18,INTERRUPTERS,752,1601,0.9333333333333333,TB_NONTB,0.9333333333333333,0.896551724137931,0.9333333333333333
19,INTERRUPTERS,752,1601,0.7333333333333334,TB_NONTB,0.75,0.8125,0.75
0,INTERRUPTERS,781,1602,0.2962962962962963,TB_NONTB,0.48484848484848486,0.35714285714285715,0.4666666666666667
1,INTERRUPTERS,781,1602,0.7391304347826088,TB_NONTB,0.6857142857142857,0.7499999999999999,0.6842105263157895
2,INTERRUPTERS,781,1602,0.8421052631578947,TB_NONTB,0.8947368421052632,0.918918918918919,0.8947368421052632
3,INTERRUPTERS,781,1602,0.8421052631578947,TB_NONTB,0.8235294117647058,0.8333333333333333,0.7567567567567567
4,INTERRUPTERS,781,1602,0.7878787878787878,TB_NONTB,0.7878787878787878,0.7878787878787878,0.8235294117647058
5,INTERRUPTERS,781,1602,0.7894736842105263,TB_NONTB,0.8333333333333333,0.8333333333333333,0.8648648648648649
6,INTERRUPTERS,781,1602,0.8421052631578947,TB_NONTB,0.7999999999999999,0.7647058823529413,0.7999999999999999
7,INTERRUPTERS,781,1602,0.8095238095238095,TB_NONTB,0.8333333333333333,0.8235294117647058,0.7999999999999999
8,INTERRUPTERS,781,1602,0.8571428571428571,TB_NONTB,0.7878787878787878,0.8235294117647058,0.8823529411764706
9,INTERRUPTERS,781,1602,0.7692307692307692,TB_NONTB,0.8333333333333333,0.8108108108108109,0.7894736842105263
10,INTERRUPTERS,781,1602,0.8571428571428571,TB_NONTB,0.8780487804878049,0.8421052631578947,0.8500000000000001
11,INTERRUPTERS,781,1602,0.7906976744186046,TB_NONTB,0.8108108108108109,0.8421052631578947,0.7777777777777778
12,INTERRUPTERS,781,1602,0.8095238095238095,TB_NONTB,0.8648648648648649,0.8717948717948718,0.8648648648648649
13,INTERRUPTERS,781,1602,0.7441860465116279,TB_NONTB,0.7333333333333334,0.7647058823529411,0.7272727272727272
14,INTERRUPTERS,781,1602,0.3636363636363636,TB_NONTB,0.3703703703703704,0.3846153846153846,0.4
15,INTERRUPTERS,781,1602,0.7441860465116279,TB_NONTB,0.7142857142857143,0.6666666666666666,0.6829268292682927
16,INTERRUPTERS,781,1602,0.8108108108108109,TB_NONTB,0.8125000000000001,0.7647058823529411,0.8125000000000001
17,INTERRUPTERS,781,1602,0.8421052631578948,TB_NONTB,0.6666666666666667,0.7878787878787877,0.7647058823529411
18,INTERRUPTERS,781,1602,0.8108108108108109,TB_NONTB,0.8108108108108109,0.8333333333333334,0.7692307692307692
19,INTERRUPTERS,781,1602,0.918918918918919,TB_NONTB,0.918918918918919,0.918918918918919,0.918918918918919
0,INTERRUPTERS,423,1638,0.75,TB_NONTB,0.888888888888889,0.888888888888889,0.8421052631578948
1,INTERRUPTERS,423,1638,0.6666666666666667,TB_NONTB,0.7058823529411764,0.7499999999999999,0.7368421052631577
2,INTERRUPTERS,423,1638,0.5714285714285714,TB_NONTB,0.8235294117647058,0.8235294117647058,0.888888888888889
3,INTERRUPTERS,423,1638,0.7200000000000001,TB_NONTB,0.8235294117647058,0.8235294117647058,0.888888888888889
4,INTERRUPTERS,423,1638,0.8,TB_NONTB,0.8181818181818182,0.8181818181818182,0.8571428571428572
5,INTERRUPTERS,423,1638,0.7692307692307693,TB_NONTB,0.888888888888889,0.8000000000000002,0.888888888888889
6,INTERRUPTERS,423,1638,0.8,TB_NONTB,0.9523809523809523,0.9,0.9523809523809523
7,INTERRUPTERS,423,1638,0.7200000000000001,TB_NONTB,0.888888888888889,0.888888888888889,0.888888888888889
8,INTERRUPTERS,423,1638,0.6956521739130435,TB_NONTB,0.888888888888889,0.888888888888889,0.888888888888889
9,INTERRUPTERS,423,1638,0.8695652173913044,TB_NONTB,0.9,0.9,0.8571428571428572
10,INTERRUPTERS,423,1638,0.8695652173913044,TB_NONTB,0.8000000000000002,0.7777777777777777,0.7368421052631577
11,INTERRUPTERS,423,1638,0.8181818181818182,TB_NONTB,0.8235294117647058,0.8235294117647058,0.8421052631578948
12,INTERRUPTERS,423,1638,0.7200000000000001,TB_NONTB,0.7058823529411764,0.7058823529411764,0.7499999999999999
13,INTERRUPTERS,423,1638,0.64,TB_NONTB,0.7058823529411764,0.588235294117647,0.6666666666666665
14,INTERRUPTERS,423,1638,0.8571428571428572,TB_NONTB,0.7368421052631577,0.8000000000000002,0.8000000000000002
15,INTERRUPTERS,423,1638,0.7368421052631577,TB_NONTB,0.7368421052631577,0.7368421052631577,0.7368421052631577
16,INTERRUPTERS,423,1638,0.6666666666666666,TB_NONTB,0.6666666666666666,0.6666666666666666,0.6666666666666666
17,INTERRUPTERS,423,1638,0.75,TB_NONTB,0.8421052631578948,0.8421052631578948,0.8421052631578948
18,INTERRUPTERS,423,1638,0.8888888888888888,TB_NONTB,0.8750000000000001,0.8750000000000001,0.8750000000000001
19,INTERRUPTERS,423,1638,0.7777777777777778,TB_NONTB,0.7777777777777778,0.7777777777777778,0.7777777777777778
0,INTERRUPTERS,160,1676,0.888888888888889,TB_NONTB,0.888888888888889,0.888888888888889,0.888888888888889
1,INTERRUPTERS,160,1676,0.9090909090909091,TB_NONTB,0.8000000000000002,0.9090909090909091,1.0
2,INTERRUPTERS,160,1676,0.888888888888889,TB_NONTB,0.888888888888889,0.888888888888889,0.888888888888889
3,INTERRUPTERS,160,1676,1.0,TB_NONTB,1.0,1.0,1.0
4,INTERRUPTERS,160,1676,0.888888888888889,TB_NONTB,0.888888888888889,0.888888888888889,0.888888888888889
5,INTERRUPTERS,160,1676,0.7272727272727272,TB_NONTB,0.6,0.6,0.6
6,INTERRUPTERS,160,1676,0.5,TB_NONTB,0.6,0.5454545454545454,0.6
7,INTERRUPTERS,160,1676,0.8000000000000002,TB_NONTB,0.8000000000000002,0.8000000000000002,0.8000000000000002
8,INTERRUPTERS,160,1676,1.0,TB_NONTB,1.0,1.0,1.0
9,INTERRUPTERS,160,1676,0.75,TB_NONTB,0.8571428571428571,0.8571428571428571,0.8571428571428571
10,INTERRUPTERS,160,1676,0.888888888888889,TB_NONTB,1.0,0.888888888888889,1.0
11,INTERRUPTERS,160,1676,1.0,TB_NONTB,0.8571428571428571,0.8571428571428571,0.8571428571428571
12,INTERRUPTERS,160,1676,0.888888888888889,TB_NONTB,1.0,1.0,1.0
13,INTERRUPTERS,160,1676,0.8571428571428571,TB_NONTB,0.8571428571428571,0.8571428571428571,0.8571428571428571
14,INTERRUPTERS,160,1676,0.8571428571428571,TB_NONTB,0.8571428571428571,0.8571428571428571,0.8571428571428571
15,INTERRUPTERS,160,1676,1.0,TB_NONTB,1.0,1.0,1.0
16,INTERRUPTERS,160,1676,1.0,TB_NONTB,1.0,1.0,1.0
17,INTERRUPTERS,160,1676,1.0,TB_NONTB,1.0,1.0,1.0
18,INTERRUPTERS,160,1676,0.888888888888889,TB_NONTB,0.888888888888889,0.888888888888889,0.888888888888889
19,INTERRUPTERS,160,1676,0.888888888888889,TB_NONTB,0.888888888888889,0.75,0.888888888888889
0,INTERRUPTERS,527,1674,0.896551724137931,TB_NONTB,0.9600000000000001,0.9600000000000001,0.8461538461538461
1,INTERRUPTERS,527,1674,0.8666666666666666,TB_NONTB,0.8799999999999999,0.8799999999999999,0.8799999999999999
2,INTERRUPTERS,527,1674,0.8387096774193548,TB_NONTB,0.8799999999999999,0.8799999999999999,0.8799999999999999
3,INTERRUPTERS,527,1674,0.9230769230769231,TB_NONTB,0.9230769230769231,0.6363636363636364,0.9230769230769231
4,INTERRUPTERS,527,1674,0.896551724137931,TB_NONTB,0.9600000000000001,0.8333333333333333,0.8799999999999999
5,INTERRUPTERS,527,1674,0.7692307692307693,TB_NONTB,0.8333333333333333,0.8333333333333333,0.8333333333333333
6,INTERRUPTERS,527,1674,0.888888888888889,TB_NONTB,0.9230769230769231,0.9230769230769231,0.9230769230769231
7,INTERRUPTERS,527,1674,0.5517241379310345,TB_NONTB,0.64,0.5833333333333334,0.5833333333333334
8,INTERRUPTERS,527,1674,0.5454545454545454,TB_NONTB,0.64,0.64,0.6153846153846153
9,INTERRUPTERS,527,1674,0.8799999999999999,TB_NONTB,0.9090909090909091,0.9090909090909091,0.9090909090909091
10,INTERRUPTERS,527,1674,0.9166666666666666,TB_NONTB,0.9565217391304348,0.9565217391304348,0.9565217391304348
11,INTERRUPTERS,527,1674,0.6666666666666667,TB_NONTB,0.6666666666666667,0.6896551724137931,0.6896551724137931
12,INTERRUPTERS,527,1674,0.1,TB_NONTB,0.1,0.10526315789473685,0.10526315789473685
13,INTERRUPTERS,527,1674,0.5599999999999999,TB_NONTB,0.6363636363636365,0.6363636363636365,0.6363636363636365
14,INTERRUPTERS,527,1674,0.8799999999999999,TB_NONTB,0.8799999999999999,0.9166666666666666,0.8799999999999999
15,INTERRUPTERS,527,1674,0.8275862068965517,TB_NONTB,0.8461538461538461,0.8181818181818182,0.8799999999999999
16,INTERRUPTERS,527,1674,0.8799999999999999,TB_NONTB,0.7272727272727272,0.8,0.8333333333333334
17,INTERRUPTERS,527,1674,0.64,TB_NONTB,0.6666666666666666,0.64,0.6666666666666666
18,INTERRUPTERS,527,1674,0.9565217391304348,TB_NONTB,0.9565217391304348,0.9565217391304348,0.9565217391304348
19,INTERRUPTERS,527,1674,0.9166666666666666,TB_NONTB,0.9090909090909091,0.9166666666666666,0.9565217391304348
0,INTERRUPTERS,687,1675,0.7428571428571428,TB_NONTB,0.48,0.5,0.8235294117647058
1,INTERRUPTERS,687,1675,0.5625,TB_NONTB,0.5925925925925927,0.5925925925925927,0.5925925925925927
2,INTERRUPTERS,687,1675,0.7272727272727272,TB_NONTB,0.5714285714285714,0.5925925925925927,0.5999999999999999
3,INTERRUPTERS,687,1675,0.9142857142857143,TB_NONTB,0.8666666666666666,0.8666666666666666,0.8749999999999999
4,INTERRUPTERS,687,1675,0.8484848484848485,TB_NONTB,0.8484848484848485,0.8484848484848485,0.7999999999999999
5,INTERRUPTERS,687,1675,0.7777777777777778,TB_NONTB,0.8749999999999999,0.8484848484848485,0.8749999999999999
6,INTERRUPTERS,687,1675,0.8125,TB_NONTB,0.8000000000000002,0.7741935483870968,0.8000000000000002
7,INTERRUPTERS,687,1675,0.8571428571428571,TB_NONTB,0.8571428571428571,0.8823529411764706,0.8571428571428571
8,INTERRUPTERS,687,1675,0.75,TB_NONTB,0.8571428571428571,0.9090909090909091,0.9090909090909091
9,INTERRUPTERS,687,1675,0.7555555555555554,TB_NONTB,0.8947368421052632,0.9142857142857143,0.8292682926829268
10,INTERRUPTERS,687,1675,0.8823529411764706,TB_NONTB,0.9090909090909091,0.9375,0.9375
11,INTERRUPTERS,687,1675,1.0,TB_NONTB,0.967741935483871,0.967741935483871,0.967741935483871
12,INTERRUPTERS,687,1675,0.8823529411764706,TB_NONTB,0.9090909090909091,0.9090909090909091,0.9090909090909091
13,INTERRUPTERS,687,1675,0.967741935483871,TB_NONTB,0.967741935483871,0.967741935483871,0.967741935483871
14,INTERRUPTERS,687,1675,0.8823529411764706,TB_NONTB,0.9090909090909091,0.9375,0.9375
15,INTERRUPTERS,687,1675,0.7058823529411765,TB_NONTB,0.7272727272727272,0.7058823529411765,0.7272727272727272
16,INTERRUPTERS,687,1675,0.9375,TB_NONTB,0.875,0.9032258064516129,0.9375
17,INTERRUPTERS,687,1675,0.8823529411764706,TB_NONTB,0.9375,0.9375,0.9375
18,INTERRUPTERS,687,1675,0.9142857142857143,TB_NONTB,0.9090909090909091,0.9696969696969697,0.9090909090909091
19,INTERRUPTERS,687,1675,0.9696969696969697,TB_NONTB,0.9696969696969697,0.9696969696969697,0.9696969696969697
0,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
1,INTERRUPTERS,71,1672,0.8,TB_NONTB,0.6666666666666666,0.8,1.0
2,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
3,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
4,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
5,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
6,INTERRUPTERS,71,1672,0.8,TB_NONTB,1.0,1.0,1.0
7,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
8,INTERRUPTERS,71,1672,0.8,TB_NONTB,1.0,1.0,1.0
9,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
10,INTERRUPTERS,71,1672,0.6666666666666666,TB_NONTB,0.6666666666666666,0.6666666666666666,0.6666666666666666
11,INTERRUPTERS,71,1672,0.6666666666666666,TB_NONTB,0.8,1.0,0.8
12,INTERRUPTERS,71,1672,0.8,TB_NONTB,1.0,1.0,1.0
13,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
14,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
15,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
16,INTERRUPTERS,71,1672,0.6666666666666666,TB_NONTB,1.0,1.0,1.0
17,INTERRUPTERS,71,1672,1.0,TB_NONTB,1.0,1.0,1.0
18,INTERRUPTERS,71,1672,0.0,TB_NONTB,0.0,0.0,0.0
19,INTERRUPTERS,71,1672,0.0,TB_NONTB,0.0,0.0,0.0
0,INTERRUPTERS,301,1673,0.888888888888889,TB_NONTB,0.888888888888889,0.8421052631578948,0.8421052631578948
1,INTERRUPTERS,301,1673,1.0,TB_NONTB,1.0,1.0,1.0
2,INTERRUPTERS,301,1673,0.9333333333333333,TB_NONTB,0.9333333333333333,0.9333333333333333,0.8571428571428571
3,INTERRUPTERS,301,1673,0.8571428571428571,TB_NONTB,0.923076923076923,0.923076923076923,0.923076923076923
4,INTERRUPTERS,301,1673,0.7142857142857143,TB_NONTB,0.8333333333333333,0.923076923076923,0.8333333333333333
5,INTERRUPTERS,301,1673,0.7058823529411764,TB_NONTB,0.6666666666666666,0.7692307692307692,0.7142857142857143
6,INTERRUPTERS,301,1673,0.8750000000000001,TB_NONTB,0.8571428571428571,0.7692307692307692,0.75
7,INTERRUPTERS,301,1673,0.7058823529411764,TB_NONTB,0.5454545454545454,0.4444444444444445,0.5
8,INTERRUPTERS,301,1673,0.75,TB_NONTB,0.7142857142857143,0.7142857142857143,0.6666666666666666
9,INTERRUPTERS,301,1673,0.8235294117647058,TB_NONTB,0.7999999999999999,0.7999999999999999,0.7999999999999999
10,INTERRUPTERS,301,1673,0.75,TB_NONTB,0.923076923076923,0.923076923076923,0.8571428571428571
11,INTERRUPTERS,301,1673,0.8235294117647058,TB_NONTB,0.9333333333333333,0.9333333333333333,1.0
12,INTERRUPTERS,301,1673,0.7999999999999999,TB_NONTB,0.8333333333333333,0.8333333333333333,0.8333333333333333
13,INTERRUPTERS,301,1673,0.631578947368421,TB_NONTB,0.6250000000000001,0.7692307692307692,0.6250000000000001
14,INTERRUPTERS,301,1673,0.7000000000000001,TB_NONTB,0.7368421052631579,0.7368421052631579,0.7368421052631579
15,INTERRUPTERS,301,1673,0.39999999999999997,TB_NONTB,0.36363636363636365,0.36363636363636365,0.4615384615384615
16,INTERRUPTERS,301,1673,0.5,TB_NONTB,0.5454545454545454,0.5454545454545454,0.5
17,INTERRUPTERS,301,1673,0.7000000000000001,TB_NONTB,0.7999999999999999,0.923076923076923,0.923076923076923
18,INTERRUPTERS,301,1673,0.7000000000000001,TB_NONTB,0.8750000000000001,0.9333333333333333,0.8750000000000001
19,INTERRUPTERS,301,1673,0.7777777777777778,TB_NONTB,0.9333333333333333,1.0,0.9333333333333333
0,INTERRUPTERS,905,1641,0.6956521739130435,TB_NONTB,0.6500000000000001,0.6486486486486486,0.6
1,INTERRUPTERS,905,1641,0.7659574468085107,TB_NONTB,0.6842105263157895,0.7058823529411765,0.7222222222222222
2,INTERRUPTERS,905,1641,0.8260869565217391,TB_NONTB,0.7804878048780488,0.6285714285714286,0.6842105263157895
3,INTERRUPTERS,905,1641,0.8163265306122449,TB_NONTB,0.8205128205128205,0.717948717948718,0.7692307692307692
4,INTERRUPTERS,905,1641,0.7547169811320755,TB_NONTB,0.782608695652174,0.8500000000000001,0.7999999999999999
5,INTERRUPTERS,905,1641,0.7037037037037038,TB_NONTB,0.8444444444444444,0.8837209302325582,0.8571428571428571
6,INTERRUPTERS,905,1641,0.6923076923076923,TB_NONTB,0.7727272727272727,0.7441860465116279,0.7441860465116279
7,INTERRUPTERS,905,1641,0.8163265306122449,TB_NONTB,0.8372093023255814,0.9047619047619048,0.8636363636363636
8,INTERRUPTERS,905,1641,0.8095238095238095,TB_NONTB,0.8421052631578948,0.8333333333333334,0.8333333333333334
9,INTERRUPTERS,905,1641,0.8648648648648648,TB_NONTB,0.8235294117647058,0.7647058823529412,0.8235294117647058
10,INTERRUPTERS,905,1641,0.7999999999999999,TB_NONTB,0.8095238095238095,0.7368421052631577,0.8000000000000002
11,INTERRUPTERS,905,1641,0.6382978723404256,TB_NONTB,0.7368421052631577,0.6842105263157895,0.7368421052631577
12,INTERRUPTERS,905,1641,0.888888888888889,TB_NONTB,0.9473684210526316,0.9473684210526316,0.8947368421052632
13,INTERRUPTERS,905,1641,0.7906976744186046,TB_NONTB,0.7567567567567567,0.7777777777777777,0.7567567567567567
14,INTERRUPTERS,905,1641,0.9230769230769231,TB_NONTB,0.8235294117647058,0.8,0.7647058823529412
15,INTERRUPTERS,905,1641,0.75,TB_NONTB,0.6829268292682926,0.7222222222222223,0.6486486486486486
16,INTERRUPTERS,905,1641,0.7111111111111111,TB_NONTB,0.8000000000000002,0.8717948717948718,0.8421052631578948
17,INTERRUPTERS,905,1641,0.5263157894736842,TB_NONTB,0.5263157894736842,0.5641025641025641,0.5263157894736842
18,INTERRUPTERS,905,1641,0.5263157894736842,TB_NONTB,0.48648648648648646,0.5294117647058824,0.5142857142857143
19,INTERRUPTERS,905,1641,0.8695652173913044,TB_NONTB,0.9302325581395349,0.9302325581395349,0.9302325581395349
0,INTERRUPTERS,673,1683,0.8205128205128205,TB_NONTB,0.8749999999999999,0.8125,0.8387096774193549
1,INTERRUPTERS,673,1683,0.8333333333333333,TB_NONTB,0.8387096774193549,0.8387096774193549,0.8666666666666666
2,INTERRUPTERS,673,1683,0.717948717948718,TB_NONTB,0.8235294117647058,0.7999999999999999,0.8484848484848485
3,INTERRUPTERS,673,1683,0.8888888888888888,TB_NONTB,0.8125,0.8235294117647058,0.8333333333333333
4,INTERRUPTERS,673,1683,0.8235294117647058,TB_NONTB,0.7142857142857143,0.7586206896551724,0.6666666666666667
5,INTERRUPTERS,673,1683,0.8823529411764706,TB_NONTB,0.8666666666666666,0.8666666666666666,0.8666666666666666
6,INTERRUPTERS,673,1683,0.6511627906976744,TB_NONTB,0.6829268292682927,0.6829268292682927,0.6666666666666666
7,INTERRUPTERS,673,1683,0.3636363636363636,TB_NONTB,0.3636363636363636,0.3870967741935484,0.43749999999999994
8,INTERRUPTERS,673,1683,0.42424242424242425,TB_NONTB,0.35714285714285715,0.3225806451612903,0.48484848484848486
9,INTERRUPTERS,673,1683,0.9696969696969697,TB_NONTB,0.9032258064516129,0.8666666666666666,0.9032258064516129
10,INTERRUPTERS,673,1683,0.8749999999999999,TB_NONTB,0.8484848484848485,0.8387096774193549,0.8749999999999999
11,INTERRUPTERS,673,1683,0.8125,TB_NONTB,0.8125,0.8125,0.8125
12,INTERRUPTERS,673,1683,0.8235294117647058,TB_NONTB,0.7999999999999999,0.787878787878788,0.8235294117647058
13,INTERRUPTERS,673,1683,0.8333333333333334,TB_NONTB,0.9375,0.9375,0.9090909090909091
14,INTERRUPTERS,673,1683,0.9032258064516129,TB_NONTB,0.9375,0.9333333333333333,0.9032258064516129
15,INTERRUPTERS,673,1683,0.7647058823529411,TB_NONTB,0.7142857142857143,0.8666666666666666,0.7142857142857143
16,INTERRUPTERS,673,1683,0.967741935483871,TB_NONTB,0.967741935483871,0.967741935483871,0.967741935483871
17,INTERRUPTERS,673,1683,0.9142857142857143,TB_NONTB,0.9375,0.9032258064516129,0.9375
18,INTERRUPTERS,673,1683,0.823529411764706,TB_NONTB,0.9032258064516129,0.9032258064516129,0.8823529411764706
19,INTERRUPTERS,673,1683,0.8823529411764706,TB_NONTB,0.9090909090909091,0.9090909090909091,0.8823529411764706
0,INTERRUPTERS,696,1678,0.7027027027027026,TB_NONTB,0.7333333333333334,0.6451612903225806,0.6666666666666666
1,INTERRUPTERS,696,1678,0.7567567567567567,TB_NONTB,0.8484848484848485,0.7999999999999999,0.875
2,INTERRUPTERS,696,1678,0.9090909090909091,TB_NONTB,0.9090909090909091,0.9333333333333333,0.9090909090909091
3,INTERRUPTERS,696,1678,0.7647058823529411,TB_NONTB,0.7333333333333334,0.7741935483870969,0.7333333333333334
4,INTERRUPTERS,696,1678,0.8484848484848485,TB_NONTB,0.875,0.8484848484848485,0.875
5,INTERRUPTERS,696,1678,0.8387096774193549,TB_NONTB,0.8387096774193549,0.8666666666666666,0.8387096774193549
6,INTERRUPTERS,696,1678,0.8484848484848485,TB_NONTB,0.8666666666666666,0.896551724137931,0.896551724137931
7,INTERRUPTERS,696,1678,0.7222222222222223,TB_NONTB,0.6896551724137931,0.6451612903225806,0.6896551724137931
8,INTERRUPTERS,696,1678,0.8823529411764706,TB_NONTB,0.9375,0.9375,0.9032258064516129
9,INTERRUPTERS,696,1678,0.888888888888889,TB_NONTB,0.8484848484848485,0.8484848484848485,0.8387096774193549
10,INTERRUPTERS,696,1678,0.742857142857143,TB_NONTB,0.787878787878788,0.8666666666666666,0.8387096774193549
11,INTERRUPTERS,696,1678,0.8205128205128205,TB_NONTB,0.9090909090909091,0.9090909090909091,0.9090909090909091
12,INTERRUPTERS,696,1678,0.742857142857143,TB_NONTB,0.787878787878788,0.9032258064516129,0.8387096774193549
13,INTERRUPTERS,696,1678,0.7647058823529411,TB_NONTB,0.8275862068965517,0.8571428571428571,0.8666666666666666
14,INTERRUPTERS,696,1678,0.7058823529411765,TB_NONTB,0.7999999999999999,0.7999999999999999,0.7741935483870969
15,INTERRUPTERS,696,1678,0.7857142857142857,TB_NONTB,0.7857142857142857,0.8148148148148148,0.7857142857142857
16,INTERRUPTERS,696,1678,0.4137931034482759,TB_NONTB,0.4137931034482759,0.4137931034482759,0.4137931034482759
