,WORD_TFIFD_RF,NGRAM_TFIDF_RF,CHAR_NGRAM_TFIDF_RF,WC_RF,DATA_LABEL,N,EXP,DATA_TYPE
3,0.8695652173913043,0.9090909090909091,0.9090909090909091,0.9090909090909091,1686,424,TB_NONTB,SPEAKERS
4,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,1686,424,TB_NONTB,SPEAKERS
5,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,1686,424,TB_NONTB,SPEAKERS
6,0.8571428571428572,0.9090909090909091,0.8571428571428572,0.8571428571428572,1686,424,TB_NONTB,SPEAKERS
7,0.9090909090909091,0.761904761904762,0.8571428571428572,0.761904761904762,1686,424,TB_NONTB,SPEAKERS
8,1.0,0.88,1.0,1.0,1686,424,TB_NONTB,SPEAKERS
9,0.9565217391304348,0.846153846153846,0.9565217391304348,0.9565217391304348,1686,424,TB_NONTB,SPEAKERS
10,0.8571428571428572,0.8571428571428572,0.7999999999999999,0.8571428571428572,1686,424,TB_NONTB,SPEAKERS
11,0.9,0.9,0.9,0.9,1686,424,TB_NONTB,SPEAKERS
12,0.8571428571428572,0.8333333333333333,0.8181818181818182,0.7999999999999999,1686,424,TB_NONTB,SPEAKERS
13,0.9523809523809523,0.9090909090909091,0.9523809523809523,0.9523809523809523,1686,424,TB_NONTB,SPEAKERS
14,0.9473684210526316,0.9,0.9473684210526316,0.9,1686,424,TB_NONTB,SPEAKERS
15,0.8421052631578948,0.8000000000000002,0.8421052631578948,0.8421052631578948,1686,424,TB_NONTB,SPEAKERS
16,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9473684210526316,1686,424,TB_NONTB,SPEAKERS
17,0.9,0.9523809523809523,0.9523809523809523,0.9,1686,424,TB_NONTB,SPEAKERS
18,0.9,0.9,0.9,0.9,1686,424,TB_NONTB,SPEAKERS
19,0.9,0.8571428571428572,0.9523809523809523,0.9,1686,424,TB_NONTB,SPEAKERS
0,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.9,1684,413,TB_NONTB,SPEAKERS
1,0.8571428571428572,0.7999999999999999,0.8421052631578948,0.8421052631578948,1684,413,TB_NONTB,SPEAKERS
2,0.9,0.9,0.8421052631578948,0.9,1684,413,TB_NONTB,SPEAKERS
3,0.9523809523809523,0.9523809523809523,0.8695652173913043,0.9523809523809523,1684,413,TB_NONTB,SPEAKERS
4,0.9090909090909091,0.8695652173913043,0.9090909090909091,0.9090909090909091,1684,413,TB_NONTB,SPEAKERS
5,0.8695652173913043,0.761904761904762,0.761904761904762,0.8181818181818182,1684,413,TB_NONTB,SPEAKERS
6,1.0,1.0,1.0,1.0,1684,413,TB_NONTB,SPEAKERS
7,0.9523809523809523,0.9565217391304348,0.9565217391304348,0.9523809523809523,1684,413,TB_NONTB,SPEAKERS
8,0.761904761904762,0.7999999999999999,0.7999999999999999,0.761904761904762,1684,413,TB_NONTB,SPEAKERS
9,0.9090909090909091,0.9090909090909091,0.8333333333333333,0.9090909090909091,1684,413,TB_NONTB,SPEAKERS
10,0.8421052631578948,0.8421052631578948,0.8421052631578948,0.8421052631578948,1684,413,TB_NONTB,SPEAKERS
11,0.9,0.9,0.9,0.9,1684,413,TB_NONTB,SPEAKERS
12,0.7058823529411764,0.7058823529411764,0.8421052631578948,0.7058823529411764,1684,413,TB_NONTB,SPEAKERS
13,0.9090909090909091,0.9523809523809523,0.9523809523809523,0.9090909090909091,1684,413,TB_NONTB,SPEAKERS
14,0.7777777777777777,0.9,0.7058823529411764,0.8421052631578948,1684,413,TB_NONTB,SPEAKERS
15,0.9,0.9,0.9090909090909091,0.9523809523809523,1684,413,TB_NONTB,SPEAKERS
16,0.9523809523809523,0.9523809523809523,0.9090909090909091,0.9523809523809523,1684,413,TB_NONTB,SPEAKERS
17,1.0,1.0,1.0,1.0,1684,413,TB_NONTB,SPEAKERS
18,1.0,0.7777777777777777,0.7777777777777777,0.7499999999999999,1684,413,TB_NONTB,SPEAKERS
19,1.0,1.0,1.0,1.0,1684,413,TB_NONTB,SPEAKERS
0,0.7999999999999999,0.7727272727272727,0.7368421052631579,0.8205128205128205,1633,937,TB_NONTB,SPEAKERS
1,0.7894736842105263,0.7142857142857143,0.7027027027027029,0.7368421052631579,1633,937,TB_NONTB,SPEAKERS
2,0.7222222222222223,0.8510638297872342,0.5882352941176471,0.717948717948718,1633,937,TB_NONTB,SPEAKERS
3,0.8,0.7200000000000001,0.7555555555555555,0.7500000000000001,1633,937,TB_NONTB,SPEAKERS
4,0.76,0.7037037037037037,0.8444444444444444,0.7755102040816326,1633,937,TB_NONTB,SPEAKERS
5,0.8636363636363636,0.7659574468085107,0.8181818181818182,0.8444444444444444,1633,937,TB_NONTB,SPEAKERS
6,0.8695652173913043,0.8571428571428572,0.8695652173913043,0.8510638297872342,1633,937,TB_NONTB,SPEAKERS
7,0.8095238095238095,0.8085106382978724,0.8717948717948718,0.8837209302325582,1633,937,TB_NONTB,SPEAKERS
8,0.85,0.8163265306122449,0.7999999999999999,0.8372093023255814,1633,937,TB_NONTB,SPEAKERS
9,0.8205128205128205,0.761904761904762,0.7428571428571429,0.7894736842105263,1633,937,TB_NONTB,SPEAKERS
10,0.7906976744186046,0.7500000000000001,0.7317073170731707,0.8181818181818182,1633,937,TB_NONTB,SPEAKERS
11,0.5882352941176471,0.7027027027027029,0.5000000000000001,0.6060606060606061,1633,937,TB_NONTB,SPEAKERS
12,0.8636363636363636,0.8510638297872339,0.8571428571428571,0.8444444444444444,1633,937,TB_NONTB,SPEAKERS
13,0.9268292682926829,0.8837209302325582,0.9268292682926829,0.9268292682926829,1633,937,TB_NONTB,SPEAKERS
14,0.909090909090909,0.888888888888889,0.888888888888889,0.9302325581395349,1633,937,TB_NONTB,SPEAKERS
15,0.923076923076923,0.9,0.8947368421052632,0.9,1633,937,TB_NONTB,SPEAKERS
16,0.7317073170731706,0.8444444444444444,0.7500000000000001,0.8095238095238095,1633,937,TB_NONTB,SPEAKERS
17,0.6486486486486486,0.7727272727272727,0.6842105263157895,0.6486486486486486,1633,937,TB_NONTB,SPEAKERS
18,0.9500000000000001,0.9047619047619048,0.9500000000000001,0.9500000000000001,1633,937,TB_NONTB,SPEAKERS
19,0.8636363636363636,0.8260869565217391,0.8636363636363636,0.8837209302325582,1633,937,TB_NONTB,SPEAKERS
0,0.7058823529411764,0.7894736842105262,0.4444444444444444,0.7777777777777777,1625,762,TB_NONTB,SPEAKERS
1,0.888888888888889,0.9230769230769231,0.888888888888889,0.9189189189189189,1625,762,TB_NONTB,SPEAKERS
2,0.9473684210526316,0.8636363636363635,0.9,0.9,1625,762,TB_NONTB,SPEAKERS
3,0.7777777777777777,0.7826086956521738,0.7777777777777777,0.75,1625,762,TB_NONTB,SPEAKERS
4,0.8717948717948718,0.8780487804878048,0.8648648648648648,0.8717948717948718,1625,762,TB_NONTB,SPEAKERS
5,0.7804878048780488,0.7692307692307693,0.8095238095238095,0.8333333333333333,1625,762,TB_NONTB,SPEAKERS
6,0.8648648648648648,0.8780487804878048,0.8648648648648648,0.8947368421052632,1625,762,TB_NONTB,SPEAKERS
7,0.7894736842105262,0.8292682926829269,0.8108108108108107,0.8205128205128205,1625,762,TB_NONTB,SPEAKERS
8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1625,762,TB_NONTB,SPEAKERS
9,0.7894736842105262,0.8333333333333334,0.7777777777777777,0.8333333333333334,1625,762,TB_NONTB,SPEAKERS
10,0.8648648648648648,0.8421052631578948,0.8648648648648648,0.8648648648648648,1625,762,TB_NONTB,SPEAKERS
11,0.8000000000000002,0.7755102040816326,0.8421052631578948,0.8292682926829269,1625,762,TB_NONTB,SPEAKERS
12,0.9473684210526316,0.8636363636363635,0.9473684210526316,0.9743589743589743,1625,762,TB_NONTB,SPEAKERS
13,0.9,0.9090909090909091,0.9,0.9230769230769231,1625,762,TB_NONTB,SPEAKERS
14,0.9473684210526315,0.75,0.972972972972973,0.8717948717948718,1625,762,TB_NONTB,SPEAKERS
15,0.8108108108108109,0.7500000000000001,0.7894736842105263,0.7692307692307692,1625,762,TB_NONTB,SPEAKERS
16,0.8571428571428572,0.8717948717948718,0.8108108108108109,0.8421052631578947,1625,762,TB_NONTB,SPEAKERS
17,0.9230769230769231,0.9,0.9473684210526315,0.9230769230769231,1625,762,TB_NONTB,SPEAKERS
18,0.8333333333333333,0.9,0.7999999999999999,0.8108108108108109,1625,762,TB_NONTB,SPEAKERS
19,0.7878787878787878,0.7222222222222222,0.742857142857143,0.7222222222222222,1625,762,TB_NONTB,SPEAKERS
0,0.7692307692307693,0.7333333333333334,0.7500000000000001,0.8,1584,545,TB_NONTB,SPEAKERS
1,0.7500000000000001,0.7407407407407408,0.7500000000000001,0.6923076923076923,1584,545,TB_NONTB,SPEAKERS
2,0.8275862068965517,0.7333333333333334,0.7857142857142856,0.8148148148148148,1584,545,TB_NONTB,SPEAKERS
3,0.6923076923076923,0.7142857142857142,0.64,0.7407407407407408,1584,545,TB_NONTB,SPEAKERS
4,0.4615384615384615,0.7058823529411764,0.5384615384615384,0.6428571428571429,1584,545,TB_NONTB,SPEAKERS
5,0.6956521739130435,0.7096774193548387,0.8695652173913043,0.64,1584,545,TB_NONTB,SPEAKERS
6,0.6923076923076924,0.7142857142857143,0.7826086956521738,0.7333333333333334,1584,545,TB_NONTB,SPEAKERS
7,0.8181818181818182,0.8,0.761904761904762,0.8181818181818182,1584,545,TB_NONTB,SPEAKERS
8,0.8,0.7407407407407408,0.761904761904762,0.7826086956521738,1584,545,TB_NONTB,SPEAKERS
9,0.8333333333333334,0.7407407407407408,0.8,0.8333333333333334,1584,545,TB_NONTB,SPEAKERS
10,0.8,0.923076923076923,0.8,0.8,1584,545,TB_NONTB,SPEAKERS
11,0.9166666666666666,0.8,0.9090909090909091,0.8695652173913043,1584,545,TB_NONTB,SPEAKERS
12,0.9600000000000001,0.6666666666666666,0.8333333333333334,0.7586206896551724,1584,545,TB_NONTB,SPEAKERS
13,0.7692307692307692,0.7857142857142857,0.6,0.8333333333333334,1584,545,TB_NONTB,SPEAKERS
14,0.8461538461538461,0.888888888888889,0.8333333333333334,0.8799999999999999,1584,545,TB_NONTB,SPEAKERS
15,0.8695652173913043,0.8461538461538461,0.8571428571428571,0.9090909090909091,1584,545,TB_NONTB,SPEAKERS
16,0.8148148148148148,0.7741935483870968,0.7199999999999999,0.6923076923076924,1584,545,TB_NONTB,SPEAKERS
17,0.8799999999999999,0.8799999999999999,0.8695652173913043,0.8333333333333334,1584,545,TB_NONTB,SPEAKERS
18,0.7272727272727272,0.6428571428571429,0.7272727272727272,0.6956521739130435,1584,545,TB_NONTB,SPEAKERS
19,0.7000000000000001,0.8333333333333334,0.7368421052631579,0.6666666666666666,1584,545,TB_NONTB,SPEAKERS
0,0.6917960088691796,0.7609942638623327,0.7203579418344518,0.7307692307692307,all,11069,TB_NONTB,ALL
1,0.878048780487805,0.8431001890359168,0.8839103869653768,0.873015873015873,all,11069,TB_NONTB,ALL
2,0.8830645161290323,0.8631984585741812,0.8884297520661157,0.8857142857142856,all,11069,TB_NONTB,ALL
3,0.8774703557312252,0.8539741219963032,0.8712871287128713,0.87890625,all,11069,TB_NONTB,ALL
4,0.8902195608782435,0.8771929824561403,0.8834355828220859,0.884,all,11069,TB_NONTB,ALL
5,0.8482328482328481,0.8134328358208954,0.8336842105263158,0.8606060606060606,all,11069,TB_NONTB,ALL
6,0.8329896907216495,0.8157894736842105,0.8129032258064516,0.8442622950819673,all,11069,TB_NONTB,ALL
7,0.8071570576540755,0.7985480943738656,0.8179959100204499,0.8316831683168318,all,11069,TB_NONTB,ALL
8,0.8312236286919831,0.8270377733598409,0.8137044967880085,0.8225469728601253,all,11069,TB_NONTB,ALL
9,0.8469184890656065,0.8506616257088847,0.8347107438016528,0.8446215139442231,all,11069,TB_NONTB,ALL
10,0.8135593220338981,0.8678500986193293,0.800865800865801,0.8375,all,11069,TB_NONTB,ALL
11,0.877755511022044,0.8598848368522073,0.8744939271255062,0.874751491053678,all,11069,TB_NONTB,ALL
12,0.8600823045267489,0.8314176245210729,0.8512396694214877,0.8618556701030929,all,11069,TB_NONTB,ALL
13,0.8788501026694046,0.8622754491017963,0.8677685950413223,0.8711656441717791,all,11069,TB_NONTB,ALL
14,0.8795180722891567,0.8735177865612648,0.8640973630831642,0.8812877263581489,all,11069,TB_NONTB,ALL
15,0.8957055214723926,0.8946322067594433,0.8948453608247422,0.8938775510204081,all,11069,TB_NONTB,ALL
16,0.8857715430861723,0.8693957115009746,0.8817635270541081,0.8809523809523809,all,11069,TB_NONTB,ALL
17,0.9141716566866267,0.8941176470588235,0.9178356713426854,0.9145129224652088,all,11069,TB_NONTB,ALL
18,0.9025844930417494,0.8914728682170543,0.9036144578313253,0.9021956087824351,all,11069,TB_NONTB,ALL
19,0.9215686274509804,0.9108527131782945,0.9151873767258383,0.9194499017681729,all,11069,TB_NONTB,ALL
0,0.9500000000000001,0.8947368421052632,0.9500000000000001,0.9500000000000001,1629,859,TB_NONTB,INTERRUPTERS
1,0.8648648648648648,0.8421052631578948,0.8333333333333334,0.8421052631578948,1629,859,TB_NONTB,INTERRUPTERS
2,0.888888888888889,0.9,0.9230769230769231,0.9189189189189189,1629,859,TB_NONTB,INTERRUPTERS
3,0.888888888888889,0.8235294117647058,0.8571428571428571,0.8333333333333334,1629,859,TB_NONTB,INTERRUPTERS
4,0.8421052631578948,0.8421052631578948,0.8648648648648648,0.8648648648648648,1629,859,TB_NONTB,INTERRUPTERS
5,0.6857142857142857,0.6666666666666667,0.7058823529411764,0.625,1629,859,TB_NONTB,INTERRUPTERS
6,0.8648648648648648,0.7647058823529412,0.8,0.7222222222222223,1629,859,TB_NONTB,INTERRUPTERS
7,0.8717948717948718,0.8947368421052632,0.8947368421052632,0.8717948717948718,1629,859,TB_NONTB,INTERRUPTERS
8,0.9473684210526316,0.9500000000000001,0.9189189189189189,0.9189189189189189,1629,859,TB_NONTB,INTERRUPTERS
9,0.9500000000000001,0.9500000000000001,0.9268292682926829,0.9500000000000001,1629,859,TB_NONTB,INTERRUPTERS
10,0.9189189189189189,0.9189189189189189,0.9189189189189189,0.9189189189189189,1629,859,TB_NONTB,INTERRUPTERS
11,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1629,859,TB_NONTB,INTERRUPTERS
12,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,1629,859,TB_NONTB,INTERRUPTERS
13,0.8108108108108109,0.7999999999999999,0.8333333333333333,0.7894736842105263,1629,859,TB_NONTB,INTERRUPTERS
14,0.6666666666666667,0.6666666666666667,0.6875,0.5882352941176471,1629,859,TB_NONTB,INTERRUPTERS
15,0.7999999999999999,0.7096774193548387,0.7647058823529413,0.8235294117647058,1629,859,TB_NONTB,INTERRUPTERS
16,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,1629,859,TB_NONTB,INTERRUPTERS
17,0.8571428571428572,0.918918918918919,0.8571428571428572,0.8888888888888888,1629,859,TB_NONTB,INTERRUPTERS
18,0.8823529411764706,0.9444444444444444,0.8421052631578947,0.918918918918919,1629,859,TB_NONTB,INTERRUPTERS
19,0.7058823529411765,0.7222222222222222,0.6857142857142857,0.7027027027027027,1629,859,TB_NONTB,INTERRUPTERS
0,0.7999999999999999,0.7692307692307693,0.8648648648648648,0.8333333333333333,1601,752,TB_NONTB,INTERRUPTERS
1,0.8749999999999999,0.8421052631578947,0.8125,0.8888888888888888,1601,752,TB_NONTB,INTERRUPTERS
2,0.9142857142857143,0.8717948717948718,0.9411764705882353,0.9411764705882353,1601,752,TB_NONTB,INTERRUPTERS
3,0.9032258064516129,0.8823529411764706,0.9032258064516129,0.9090909090909091,1601,752,TB_NONTB,INTERRUPTERS
4,0.8484848484848485,0.7567567567567567,0.8387096774193549,0.8484848484848485,1601,752,TB_NONTB,INTERRUPTERS
5,0.8387096774193549,0.7741935483870968,0.8000000000000002,0.8387096774193549,1601,752,TB_NONTB,INTERRUPTERS
6,1.0,0.9189189189189189,0.9696969696969697,1.0,1601,752,TB_NONTB,INTERRUPTERS
7,0.9142857142857143,0.7647058823529412,0.9090909090909091,0.9142857142857143,1601,752,TB_NONTB,INTERRUPTERS
8,0.8571428571428571,0.7804878048780487,0.8571428571428571,0.8333333333333333,1601,752,TB_NONTB,INTERRUPTERS
9,0.8000000000000002,0.7692307692307693,0.7407407407407407,0.8387096774193549,1601,752,TB_NONTB,INTERRUPTERS
10,0.9411764705882353,0.7555555555555554,0.9375,0.9375,1601,752,TB_NONTB,INTERRUPTERS
11,0.7741935483870968,0.7567567567567567,0.7586206896551724,0.7741935483870968,1601,752,TB_NONTB,INTERRUPTERS
12,0.8823529411764706,0.9444444444444444,0.6153846153846153,0.6896551724137931,1601,752,TB_NONTB,INTERRUPTERS
13,0.5,0.7428571428571428,0.5,0.56,1601,752,TB_NONTB,INTERRUPTERS
14,0.7272727272727272,0.6666666666666667,0.6875,0.7058823529411765,1601,752,TB_NONTB,INTERRUPTERS
15,0.9696969696969697,0.7555555555555554,1.0,0.9411764705882353,1601,752,TB_NONTB,INTERRUPTERS
16,0.9090909090909091,0.7111111111111111,0.8333333333333333,0.8108108108108107,1601,752,TB_NONTB,INTERRUPTERS
17,0.9444444444444444,0.7906976744186047,0.9142857142857143,0.8947368421052632,1601,752,TB_NONTB,INTERRUPTERS
18,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,1601,752,TB_NONTB,INTERRUPTERS
19,0.8387096774193549,0.787878787878788,0.8387096774193549,0.875,1601,752,TB_NONTB,INTERRUPTERS
0,0.625,0.2857142857142857,0.5806451612903226,0.5161290322580646,1602,781,TB_NONTB,INTERRUPTERS
1,0.7222222222222222,0.7272727272727272,0.6875,0.6829268292682926,1602,781,TB_NONTB,INTERRUPTERS
2,0.918918918918919,0.8500000000000001,0.918918918918919,0.8717948717948718,1602,781,TB_NONTB,INTERRUPTERS
3,0.8235294117647058,0.8108108108108109,0.7999999999999999,0.8235294117647058,1602,781,TB_NONTB,INTERRUPTERS
4,0.8235294117647058,0.7878787878787878,0.7878787878787878,0.8235294117647058,1602,781,TB_NONTB,INTERRUPTERS
5,0.8648648648648649,0.8,0.8421052631578947,0.8648648648648649,1602,781,TB_NONTB,INTERRUPTERS
6,0.7878787878787878,0.8205128205128205,0.8125000000000001,0.8484848484848484,1602,781,TB_NONTB,INTERRUPTERS
7,0.7999999999999999,0.7317073170731707,0.7647058823529413,0.8235294117647058,1602,781,TB_NONTB,INTERRUPTERS
8,0.8571428571428572,0.8823529411764706,0.9142857142857143,0.8571428571428572,1602,781,TB_NONTB,INTERRUPTERS
9,0.7692307692307692,0.7692307692307692,0.7894736842105263,0.7777777777777778,1602,781,TB_NONTB,INTERRUPTERS
10,0.8717948717948718,0.8372093023255814,0.8421052631578947,0.8372093023255814,1602,781,TB_NONTB,INTERRUPTERS
11,0.7777777777777778,0.761904761904762,0.7027027027027027,0.8421052631578947,1602,781,TB_NONTB,INTERRUPTERS
12,0.8571428571428572,0.7999999999999999,0.8205128205128205,0.8205128205128205,1602,781,TB_NONTB,INTERRUPTERS
13,0.7878787878787877,0.7272727272727274,0.823529411764706,0.7894736842105262,1602,781,TB_NONTB,INTERRUPTERS
14,0.7777777777777778,0.7000000000000001,0.7999999999999999,0.8108108108108109,1602,781,TB_NONTB,INTERRUPTERS
15,0.8823529411764706,0.8571428571428571,0.8484848484848485,0.823529411764706,1602,781,TB_NONTB,INTERRUPTERS
16,0.823529411764706,0.8484848484848485,0.7878787878787877,0.823529411764706,1602,781,TB_NONTB,INTERRUPTERS
17,0.7999999999999999,0.8421052631578948,0.6875000000000001,0.7999999999999999,1602,781,TB_NONTB,INTERRUPTERS
18,0.9444444444444444,0.8947368421052632,0.9444444444444444,0.9444444444444444,1602,781,TB_NONTB,INTERRUPTERS
19,0.918918918918919,0.918918918918919,0.918918918918919,0.9444444444444444,1602,781,TB_NONTB,INTERRUPTERS
0,0.888888888888889,0.75,0.888888888888889,0.888888888888889,1638,423,TB_NONTB,INTERRUPTERS
1,0.7499999999999999,0.7200000000000001,0.7499999999999999,0.631578947368421,1638,423,TB_NONTB,INTERRUPTERS
2,0.8235294117647058,0.6153846153846154,0.7,0.8235294117647058,1638,423,TB_NONTB,INTERRUPTERS
3,0.888888888888889,0.6206896551724138,0.8235294117647058,0.888888888888889,1638,423,TB_NONTB,INTERRUPTERS
4,0.7826086956521738,0.8333333333333333,0.8181818181818182,0.8571428571428572,1638,423,TB_NONTB,INTERRUPTERS
5,0.8000000000000002,0.8333333333333333,0.888888888888889,0.888888888888889,1638,423,TB_NONTB,INTERRUPTERS
6,1.0,0.7692307692307693,0.9,0.9523809523809523,1638,423,TB_NONTB,INTERRUPTERS
7,0.888888888888889,0.75,0.8421052631578948,0.888888888888889,1638,423,TB_NONTB,INTERRUPTERS
8,0.888888888888889,0.7826086956521738,0.888888888888889,0.888888888888889,1638,423,TB_NONTB,INTERRUPTERS
9,0.9,0.8333333333333333,0.9,0.9,1638,423,TB_NONTB,INTERRUPTERS
10,0.7777777777777777,0.8333333333333333,0.7058823529411764,0.8421052631578948,1638,423,TB_NONTB,INTERRUPTERS
11,0.888888888888889,0.9,0.8235294117647058,0.8000000000000002,1638,423,TB_NONTB,INTERRUPTERS
12,0.7499999999999999,0.8,0.7499999999999999,0.7499999999999999,1638,423,TB_NONTB,INTERRUPTERS
13,0.7777777777777777,0.6153846153846154,0.7368421052631577,0.6666666666666666,1638,423,TB_NONTB,INTERRUPTERS
14,0.888888888888889,0.9,0.888888888888889,0.9473684210526316,1638,423,TB_NONTB,INTERRUPTERS
15,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9473684210526316,1638,423,TB_NONTB,INTERRUPTERS
16,0.9,0.9,0.9,0.9,1638,423,TB_NONTB,INTERRUPTERS
17,0.9473684210526316,0.8571428571428572,0.9473684210526316,0.9473684210526316,1638,423,TB_NONTB,INTERRUPTERS
18,0.888888888888889,0.9473684210526316,0.888888888888889,0.888888888888889,1638,423,TB_NONTB,INTERRUPTERS
19,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,1638,423,TB_NONTB,INTERRUPTERS
0,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,1676,160,TB_NONTB,INTERRUPTERS
1,0.888888888888889,0.9090909090909091,1.0,0.9090909090909091,1676,160,TB_NONTB,INTERRUPTERS
2,0.888888888888889,0.8000000000000002,0.888888888888889,0.888888888888889,1676,160,TB_NONTB,INTERRUPTERS
3,1.0,1.0,1.0,1.0,1676,160,TB_NONTB,INTERRUPTERS
4,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,1676,160,TB_NONTB,INTERRUPTERS
5,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,1676,160,TB_NONTB,INTERRUPTERS
6,0.8000000000000002,0.8000000000000002,0.888888888888889,0.888888888888889,1676,160,TB_NONTB,INTERRUPTERS
7,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,1676,160,TB_NONTB,INTERRUPTERS
8,1.0,1.0,1.0,1.0,1676,160,TB_NONTB,INTERRUPTERS
9,0.888888888888889,0.8000000000000002,0.888888888888889,0.888888888888889,1676,160,TB_NONTB,INTERRUPTERS
10,1.0,0.8,1.0,1.0,1676,160,TB_NONTB,INTERRUPTERS
11,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1676,160,TB_NONTB,INTERRUPTERS
12,0.888888888888889,1.0,1.0,1.0,1676,160,TB_NONTB,INTERRUPTERS
13,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1676,160,TB_NONTB,INTERRUPTERS
14,0.8571428571428571,0.75,0.8571428571428571,0.8571428571428571,1676,160,TB_NONTB,INTERRUPTERS
15,0.8571428571428571,1.0,1.0,0.8571428571428571,1676,160,TB_NONTB,INTERRUPTERS
16,1.0,1.0,1.0,1.0,1676,160,TB_NONTB,INTERRUPTERS
17,1.0,0.8,0.8571428571428571,1.0,1676,160,TB_NONTB,INTERRUPTERS
18,1.0,0.888888888888889,1.0,1.0,1676,160,TB_NONTB,INTERRUPTERS
19,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,1676,160,TB_NONTB,INTERRUPTERS
0,0.9600000000000001,0.896551724137931,0.8799999999999999,0.888888888888889,1674,527,TB_NONTB,INTERRUPTERS
1,0.8461538461538461,0.8666666666666666,0.8461538461538461,0.888888888888889,1674,527,TB_NONTB,INTERRUPTERS
2,0.9230769230769231,0.6857142857142856,0.8333333333333333,0.8461538461538461,1674,527,TB_NONTB,INTERRUPTERS
3,0.9230769230769231,0.888888888888889,0.8799999999999999,0.9230769230769231,1674,527,TB_NONTB,INTERRUPTERS
4,0.9230769230769231,0.8000000000000002,0.8799999999999999,0.9230769230769231,1674,527,TB_NONTB,INTERRUPTERS
5,0.8333333333333333,0.8,0.8333333333333333,0.8333333333333333,1674,527,TB_NONTB,INTERRUPTERS
6,0.9230769230769231,0.888888888888889,0.9600000000000001,0.9600000000000001,1674,527,TB_NONTB,INTERRUPTERS
7,0.761904761904762,0.7500000000000001,0.761904761904762,0.761904761904762,1674,527,TB_NONTB,INTERRUPTERS
8,0.888888888888889,0.8571428571428571,0.888888888888889,0.888888888888889,1674,527,TB_NONTB,INTERRUPTERS
9,1.0,0.962962962962963,0.962962962962963,0.962962962962963,1674,527,TB_NONTB,INTERRUPTERS
10,0.9565217391304348,0.8799999999999999,0.9565217391304348,0.9565217391304348,1674,527,TB_NONTB,INTERRUPTERS
11,0.9166666666666666,0.8799999999999999,0.9166666666666666,0.9166666666666666,1674,527,TB_NONTB,INTERRUPTERS
12,1.0,1.0,1.0,1.0,1674,527,TB_NONTB,INTERRUPTERS
13,0.8181818181818182,0.75,0.8181818181818182,0.8181818181818182,1674,527,TB_NONTB,INTERRUPTERS
14,0.9600000000000001,0.923076923076923,0.923076923076923,0.9600000000000001,1674,527,TB_NONTB,INTERRUPTERS
15,0.8695652173913043,0.8,0.8695652173913043,0.8148148148148148,1674,527,TB_NONTB,INTERRUPTERS
16,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1674,527,TB_NONTB,INTERRUPTERS
17,0.9600000000000001,0.8799999999999999,0.9600000000000001,0.9166666666666666,1674,527,TB_NONTB,INTERRUPTERS
18,0.9565217391304348,0.9166666666666666,0.9565217391304348,0.9565217391304348,1674,527,TB_NONTB,INTERRUPTERS
19,0.9166666666666666,0.8799999999999999,0.8695652173913043,0.9166666666666666,1674,527,TB_NONTB,INTERRUPTERS
0,0.7999999999999999,0.75,0.6896551724137931,0.8823529411764706,1675,687,TB_NONTB,INTERRUPTERS
1,0.5384615384615384,0.6285714285714287,0.5384615384615384,0.6428571428571428,1675,687,TB_NONTB,INTERRUPTERS
2,0.5925925925925927,0.7058823529411765,0.5925925925925927,0.6666666666666667,1675,687,TB_NONTB,INTERRUPTERS
3,0.9375,0.9142857142857143,0.8666666666666666,0.9090909090909091,1675,687,TB_NONTB,INTERRUPTERS
4,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,1675,687,TB_NONTB,INTERRUPTERS
5,0.9090909090909091,0.7692307692307693,0.8823529411764706,0.8571428571428571,1675,687,TB_NONTB,INTERRUPTERS
6,0.7142857142857143,0.7333333333333334,0.7586206896551724,0.7142857142857143,1675,687,TB_NONTB,INTERRUPTERS
7,0.8823529411764706,0.75,0.7999999999999999,0.8571428571428571,1675,687,TB_NONTB,INTERRUPTERS
8,0.8823529411764706,0.75,0.8823529411764706,0.8333333333333333,1675,687,TB_NONTB,INTERRUPTERS
