,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,178,i have,152,then i have,17
1,have,159,flying bird,36,okay i have,16
2,then,89,loch ness,31,loch ness monster,15
3,like,79,upside down,30,ok i have,9
4,with,72,looks like,19,i have like,9
5,down,51,then i,19,i have an,7
6,triangle,48,okay i,18,right i have,7
7,flying,44,to right,16,flying bird with,7
8,bird,43,ness monster,15,i have sailboat,7
9,sailboat,40,kind of,11,you repeat those,6
10,it,39,have like,11,going to right,6
11,to,33,ok i,11,got it okay,5
12,person,33,triangle body,11,right side up,5
13,on,32,palm tree,10,i have person,5
14,okay,32,rocket ship,10,i have guy,5
15,loch,31,got it,10,of looks like,5
16,right,31,to left,9,it okay i,5
17,ness,31,going to,9,running to right,5
18,upside,30,rubber duck,8,kind of looks,5
19,going,28,you repeat,8,big flying bird,5
