,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,347,got it,282,it got it,148
1,it,312,it got,152,got it got,147
2,i,203,i got,87,i got it,38
3,have,59,i have,56,got it i,38
4,then,36,it i,40,it i got,15
5,yeah,30,yup yup,15,yup yup yup,13
6,you,29,then i,14,then i have,12
7,that,28,i dont,13,got it okay,11
8,like,26,okay i,12,got it yeah,11
9,okay,26,it yeah,12,okay i got,10
10,to,25,it okay,12,i have all,9
11,all,21,i think,11,it i have,9
12,with,20,upside down,10,i dont know,8
13,yup,18,ive got,10,i think i,6
14,is,17,yeah i,10,i got that,6
15,this,16,yeah yeah,9,okay got it,6
16,in,16,have all,9,it okay i,6
17,going,16,going to,8,gotcha got it,5
18,dont,14,dont know,8,think i got,5
19,right,14,got that,7,have all of,5
