,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,106,got it,98,it got it,54
1,got,99,it got,54,got it got,53
2,then,89,i have,30,i got it,20
3,i,54,i got,21,got it i,16
4,like,41,it i,16,got it okay,12
5,have,30,it okay,13,it i have,11
6,okay,24,okay i,13,got it ok,8
7,with,22,upside down,12,it okay i,7
8,one,19,one is,11,okay i have,6
9,boat,17,two triangles,9,okay i got,6
10,down,16,it ok,8,with two triangles,5
11,is,15,my first,8,my first one,5
12,my,15,then boat,7,it ok i,5
13,has,13,first one,7,it i got,5
14,triangle,12,then like,7,then upside down,4
15,its,12,arrow pointing,6,first one is,4
16,two,12,boat with,6,it okay my,4
17,upside,12,with two,6,ok i have,3
18,triangles,11,ok i,5,two triangles then,3
19,on,11,is like,5,i have this,3
