,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,140,one is,82,first one is,48
1,then,140,first one,49,my first one,22
2,one,105,got it,33,last one is,15
3,my,63,upside down,31,is upside down,13
4,first,55,last one,26,got it first,12
5,it,50,i have,25,then last one,12
6,down,47,my first,22,next one is,11
7,with,41,third is,21,it first one,9
8,i,38,second is,19,my last one,9
9,like,36,then last,16,my next one,9
10,got,34,is upside,13,one is cat,7
11,last,31,triangle body,12,got it my,6
12,upside,31,it first,12,one is upside,6
13,triangle,30,looks like,12,one is weird,5
14,third,30,boat then,11,it my first,5
15,second,30,my next,11,is weird looking,5
16,have,27,next one,11,one is x,5
17,on,25,my last,9,kinda looks like,4
18,person,23,dog with,8,is triangle body,4
19,boat,23,with two,8,one is triangle,4
