,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,107,got it,84,got it got,50
1,it,98,it got,50,it got it,47
2,i,82,i have,44,okay i have,10
3,have,49,i got,26,i got it,9
4,then,33,okay i,12,got it i,7
5,like,28,it i,7,then i have,6
6,with,20,then i,7,got it okay,6
7,okay,20,upside down,7,it i have,5
8,down,15,it okay,7,it okay i,4
9,on,14,on one,5,i have guy,4
10,one,13,it ok,4,got it ok,4
11,that,13,kind of,4,on one leg,3
12,is,12,with like,4,oh okay i,3
13,you,12,have guy,4,got it gotcha,3
14,dog,11,ok i,4,i have sailboat,3
15,this,9,looks like,4,okay got it,3
16,to,9,it gotcha,3,it ok i,3
17,guy,9,oh okay,3,an upside down,2
18,my,9,have sailboat,3,have triangle body,2
19,its,9,yeah i,3,i have an,2
