,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,37,i got,18,then i have,5
1,got,31,got it,11,yeah i got,5
2,then,22,i have,9,i got it,5
3,it,18,yeah i,7,i think i,3
4,have,15,then i,7,it yeah i,3
5,down,12,upside down,6,then we have,3
6,dog,10,we have,5,got it yeah,3
7,with,9,one is,4,think i got,3
8,is,8,flying down,3,yeah i think,2
9,yeah,7,looks like,3,of looks like,2
10,one,7,last one,3,down i got,2
11,upside,6,then we,3,got it i,2
12,like,6,it yeah,3,first one is,2
13,on,5,i had,3,i got dog,2
14,that,5,think i,3,got it yep,1
15,we,5,i think,3,triangle houseboat then,1
16,triangle,5,it i,3,houseboat then sideways,1
17,bird,5,got arrow,2,then sideways diamond,1
18,sideways,5,it then,2,sideways diamond yeah,1
19,of,5,got dog,2,apple triangle houseboat,1
