,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,379,i got,99,first one is,38
1,i,199,one is,93,my first one,29
2,got,176,upside down,74,loch ness monster,18
3,one,176,i have,64,so i got,17
4,with,156,ive got,43,second one is,15
5,is,137,first one,43,then last one,15
6,down,112,all right,38,so i have,15
7,like,97,my first,37,right i got,15
8,triangle,81,so i,33,okay i have,14
9,upside,74,last one,30,last one is,14
10,have,74,second one,22,then upside down,14
11,first,73,third one,22,all right i,14
12,right,73,with two,21,third one is,13
13,on,71,loch ness,18,okay so i,11
14,my,68,then last,18,ok my first,11
15,sailboat,65,ness monster,18,upside down sailboat,10
16,dog,62,kind of,18,then i have,10
17,of,54,looking thing,17,upside down duck,9
18,bird,53,okay i,16,right ive got,9
19,it,50,with square,16,have upside down,9
