,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,125,got it,118,it got it,76
1,got,120,it got,76,got it got,74
2,i,45,i have,31,got it i,17
3,have,31,it i,17,it i have,12
4,then,25,then i,11,then i have,11
5,like,13,it okay,7,got it okay,7
6,with,10,gotcha got,5,it okay got,5
7,gotcha,9,okay got,5,okay got it,5
8,down,8,sailboat with,4,gotcha got it,5
9,sailboat,8,i got,4,got it gotcha,3
10,okay,8,flying bird,4,upside down boat,3
11,one,6,christmas tree,3,i have sailboat,3
12,boat,6,going down,3,i got it,3
13,an,6,down then,3,it looks like,3
14,to,6,it looks,3,down boat with,2
15,on,5,looks like,3,sailboat speedboat going,2
16,sideways,5,down boat,3,with his head,2
17,going,5,upside down,3,big flying bird,2
18,tree,5,have sailboat,3,have big flying,2
19,flying,4,it gotcha,3,i have big,2
