,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,127,got it,105,got it got,69
1,it,117,it got,69,it got it,68
2,i,46,i have,25,i got it,10
3,then,38,i got,15,okay i have,9
4,have,29,upside down,12,then i have,7
5,like,25,okay i,11,loch ness monster,6
6,okay,23,ive got,11,got it i,5
7,down,21,then i,7,i have an,4
8,with,18,flying bird,7,got it okay,3
9,this,16,okay so,7,have an animal,3
10,so,16,rubber duck,6,bird got it,3
11,bird,15,ness monster,6,flying bird got,3
12,guy,14,loch ness,6,bird with tail,3
13,of,13,it i,5,gets eaten by,3
14,upside,12,looks like,5,okay so theres,3
15,on,12,going to,5,have triangle body,2
16,sailboat,12,kind of,5,its kind of,2
17,right,11,abraham lincoln,4,guy reading book,2
18,to,11,got this,4,then guy reading,2
19,duck,11,have an,4,it i got,2
