,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,29,got it,28,got it got,16
1,got,28,it got,16,it got it,16
2,i,10,i got,7,i got it,7
3,me,2,it i,3,got it i,3
4,too,2,too i,2,too i got,2
5,know,1,done bruh,1,got it gotcha,1
6,gonna,1,could be,1,gonna hit done,1
7,hit,1,it could,1,it it could,1
8,done,1,it it,1,got it it,1
9,bruh,1,bruh got,1,bruh got it,1
10,could,1,gonna hit,1,done bruh got,1
11,be,1,hit done,1,hit done bruh,1
12,dont,1,i dont,1,gotchu im gonna,1
13,you,1,im gonna,1,im gonna hit,1
14,do,1,gotchu im,1,could be i,1
15,gotchu,1,i gotchu,1,i gotchu im,1
16,count,1,be i,1,it i gotchu,1
17,some,1,know do,1,cuckoo i got,1
18,think,1,dont know,1,it cuckoo i,1
19,pepperoni,1,it cuckoo,1,it could be,1
