,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,488,i have,410,then i have,59
1,have,420,upside down,67,an upside down,48
2,then,174,then i,59,i have an,35
3,with,151,an upside,49,i have guy,31
4,guy,109,have an,36,have an upside,30
5,down,101,have guy,32,i dont know,24
6,like,95,looks like,31,i have dog,22
7,an,88,i dont,28,i have boat,19
8,it,81,dont know,25,coming out of,18
9,triangle,80,out of,24,out of it,17
10,um,72,have dog,22,i have triangle,16
11,upside,68,kind of,22,i have sideways,15
12,of,67,coming out,22,i have weird,13
13,its,66,one is,21,i have big,12
14,one,65,dog with,20,can you repeat,11
15,dog,60,of it,20,dog with its,11
16,thing,56,have boat,19,kind of looks,11
17,boat,54,looking thing,18,of looks like,11
18,is,52,cut out,18,boat i have,11
19,sideways,50,have triangle,16,have guy walking,10
