,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,32,got it,28,got it got,15
1,it,29,it got,15,it got it,15
2,i,22,i have,15,got it i,6
3,have,15,it i,6,then i have,6
4,then,15,then i,6,it i have,4
5,bird,6,i got,5,okay got it,4
6,okay,6,flying bird,4,his head in,3
7,with,6,okay got,4,with his head,3
8,flying,5,head in,3,i have like,2
9,like,4,his head,3,it i got,2
10,big,4,with his,3,got it okay,2
11,one,4,have big,2,big flying bird,2
12,his,4,bird then,2,i have big,2
13,sailboat,4,christmas tree,2,okay i got,2
14,head,3,key hat,2,have big flying,2
15,in,3,it okay,2,up person kicking,1
16,on,3,okay i,2,sails theyre not,1
17,dog,3,third one,2,sailboat um well,1
18,up,3,then big,2,um well i,1
19,two,2,have like,2,well i guess,1
