,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,285,got it,246,it got it,138
1,it,271,it got,139,got it got,133
2,i,158,i got,66,i got it,41
3,have,54,i have,51,got it i,34
4,then,38,it i,35,it i got,17
5,okay,27,upside down,14,got it okay,12
6,down,26,then i,13,it i have,12
7,that,25,it okay,12,then i have,11
8,like,24,okay i,10,okay got it,8
9,with,23,okay got,8,it okay i,6
10,you,18,looks like,8,it looks like,6
11,to,17,ive got,7,okay i got,6
12,this,15,it looks,6,i think i,5
13,is,15,think i,6,got it you,4
14,on,14,i think,6,it okay got,4
15,upside,14,loch ness,6,i got this,4
16,flying,12,yeah i,5,down then i,4
17,boat,12,down then,5,think i got,4
18,bird,11,flying bird,5,loch ness monster,4
19,sailboat,11,to left,5,nacho bowl i,3
