,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,112,got it,103,got it got,60
1,it,110,it got,60,it got it,59
2,then,33,i got,19,got it yep,16
3,i,32,it yep,16,i got it,14
4,yep,21,yep got,14,got it i,12
5,like,15,it i,13,it yep got,12
6,with,9,i have,7,yep got it,12
7,boat,9,upside down,5,it i got,7
8,have,7,boat then,4,it i have,5
9,person,6,looks like,4,gotcha got it,4
10,of,6,gotcha got,4,think i got,3
11,its,6,i think,4,looks like an,3
12,arrow,5,yeah i,3,i think i,3
13,down,5,left hand,3,sails got it,2
14,triangle,5,then person,3,kind of looks,2
15,gotcha,5,think i,3,got it gotcha,2
16,upside,5,hand corner,3,in dress got,2
17,left,5,has like,3,button was stuck,2
18,my,5,like an,3,my button was,2
19,right,5,kind of,3,yep gotcha got,2
