,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,254,i have,221,then i have,42
1,have,235,then i,45,okay i have,24
2,then,179,upside down,45,it looks like,13
3,like,134,looks like,32,i have dog,12
4,down,93,okay i,25,an upside down,12
5,with,93,bird with,23,i have triangle,11
6,triangle,52,with like,17,i have bird,10
7,an,51,flying bird,17,i have sailboat,10
8,bird,48,it looks,16,i have an,10
9,upside,47,going down,14,i have like,9
10,it,46,an upside,13,sailboat i have,9
11,big,41,facing down,13,big triangle wings,8
12,weird,36,triangle guy,12,going to right,7
13,guy,35,have triangle,12,half christmas tree,7
14,looks,35,have dog,12,i have seal,7
15,sailboat,35,big triangle,12,have bird with,7
16,going,34,with two,11,with weird neck,7
17,okay,34,to right,11,i have this,6
18,dog,34,rocket ship,10,i have big,6
19,that,31,have bird,10,that looks like,6
