,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,44,i got,22,lady in dress,4
1,got,28,upside down,8,then i got,3
2,you,17,christmas tree,6,tree crab speed,3
3,down,16,lady in,5,crab speed boat,3
4,in,13,i have,5,tipping his hat,3
5,dude,13,got it,5,can you repeat,2
6,like,12,in dress,5,christmas tree crab,2
7,lady,11,rocket ship,4,vase christmas tree,2
8,with,10,with his,4,me i got,2
9,it,9,then i,4,i got guy,2
10,have,9,looks like,4,with his arm,2
11,upside,8,tipping his,3,his arm straight,2
12,yeah,7,tree crab,3,i got fish,2
13,his,7,yeah i,3,say that again,2
14,that,7,jt hitler,3,dude with his,2
15,me,7,me i,3,nachos attacking sombrero,2
16,so,7,crab speed,3,in dress vertical,2
17,to,7,speed boat,3,i got it,2
18,tree,7,did you,3,yeah i got,2
19,then,7,his hat,3,two nacho bowl,2
