,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,64,got it,33,got it got,20
1,it,36,it got,20,it got it,18
2,then,22,got got,14,got got got,7
3,i,14,i have,6,got it gotcha,5
4,on,8,it i,5,got it i,5
5,in,8,it gotcha,5,it i have,3
6,like,7,i got,4,pointing to right,3
7,with,7,arrow pointing,3,gotcha got it,2
8,triangle,7,to right,3,got got it,2
9,have,6,pointing to,3,you got it,2
10,gotcha,6,ive got,3,i got it,2
11,right,5,house with,3,it i got,2
12,person,5,gotcha got,2,arrow pointing to,2
13,to,5,then fox,2,got you got,2
14,you,4,triangle then,2,then fox on,2
15,of,4,i dont,2,it gotcha got,2
16,pointing,4,shark thing,2,house with chimney,2
17,house,4,got you,2,on sailboat ample,1
18,thing,3,person running,2,to right person,1
19,sailboat,3,one is,2,arab pointing to,1
