,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,21,got it,20,got it got,10
1,got,20,i have,14,it got it,10
2,it,20,it got,10,i got it,5
3,have,14,then i,6,then i have,4
4,then,6,i got,5,okay i have,3
5,okay,5,okay i,5,then i got,2
6,dog,3,ellen okay,2,ellen okay i,2
7,with,3,have dog,2,i have dog,2
8,ok,2,have crab,2,okay i got,2
9,ellen,2,ok then,2,i have crab,2
10,flamingo,2,it its,1,ok then i,2
11,big,2,b or,1,plate freight boat,1
12,weird,2,big b,1,baseball plate freight,1
13,baseball,2,slant big,1,freight boat slant,1
14,at,2,boat slant,1,i have baseball,1
15,you,2,freight boat,1,there okay i,1
16,done,2,plate freight,1,its there okay,1
17,crab,2,baseball plate,1,boat slant big,1
18,looking,2,have baseball,1,it its there,1
19,its,2,there okay,1,slant big b,1
