,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,83,got it,48,got it got,31
1,it,50,it got,31,it got it,29
2,then,32,got got,16,got it i,9
3,i,21,i have,10,got got got,8
4,in,11,it i,9,it i have,6
5,like,10,it gotcha,6,got it gotcha,6
6,have,10,i got,5,it gotcha got,4
7,boat,9,gotcha got,4,gotcha got it,4
8,with,8,to right,3,it i got,3
9,gotcha,7,then like,3,loch ness monster,3
10,of,7,in boat,3,pointing to right,3
11,thing,6,loch ness,3,arrow pointing to,2
12,triangle,6,ness monster,3,you got it,2
13,to,5,you got,3,ness monster then,2
14,right,5,pointing to,3,got you got,2
15,person,5,then fox,3,it gotcha okay,2
16,top,5,house with,3,in boat got,2
17,fox,4,upside down,2,thing got it,2
18,on,4,ship then,2,i got it,2
19,house,4,right then,2,i have boat,2
