,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,300,i have,250,then i have,34
1,have,258,got it,63,it i have,33
2,it,98,upside down,42,got it i,33
3,then,96,it i,38,an upside down,27
4,with,92,then i,34,i have an,19
5,guy,66,an upside,28,i have guy,19
6,got,65,have guy,20,have an upside,16
7,down,63,have an,20,i have boat,14
8,an,51,looks like,17,i have dog,12
9,like,49,out of,14,got it got,11
10,triangle,48,christmas tree,14,it got it,11
11,um,47,kind of,14,i have triangle,11
12,one,43,have boat,14,i got it,11
13,upside,43,i got,13,i dont know,10
14,dog,37,coming out,13,out of it,10
15,of,36,i dont,13,coming out of,10
16,its,36,dog with,13,can you repeat,8
17,boat,36,one is,12,dog with its,8
18,sailboat,35,have dog,12,okay i have,7
19,thing,34,with its,12,of looks like,7
