,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,45,i have,40,i have guy,8
1,have,41,upside down,10,third one is,6
2,then,28,one is,8,i have an,5
3,one,16,have guy,8,flamingo i have,4
4,guy,16,third one,6,so i have,4
5,with,13,have an,5,then i have,4
6,in,11,so i,4,have an upside,4
7,is,11,dog with,4,an upside down,4
8,down,10,an upside,4,okay so i,3
9,upside,10,flamingo i,4,i have flamingo,3
10,sideways,9,then i,4,lady in dress,3
11,like,8,ok i,3,ok i have,3
12,on,7,lady in,3,i have dog,3
13,um,7,okay so,3,i have upside,2
14,my,7,have flamingo,3,i have loch,2
15,right,6,in dress,3,one is guy,2
16,seal,6,with two,3,have flamingo i,2
17,dog,6,have dog,3,upside down flamingo,2
18,its,6,coming out,3,know if you,2
19,okay,6,is like,3,dont know if,2
