,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,302,got it,90,first one is,32
1,got,219,i got,83,my first one,26
2,i,163,one is,82,got it i,18
3,one,148,upside down,53,right i got,16
4,with,128,i have,52,got it got,16
5,is,124,first one,37,all right i,15
6,it,123,all right,37,then last one,15
7,down,85,ive got,34,loch ness monster,15
8,like,80,my first,32,last one is,15
9,right,67,last one,26,it got it,13
10,triangle,65,so i,23,so i have,13
11,my,61,with two,19,it i got,13
12,on,61,third one,19,third one is,12
13,first,60,it i,18,it all right,12
14,have,60,then last,18,got it all,12
15,upside,53,looking thing,16,okay i have,11
16,sailboat,50,second one,16,second one is,11
17,guy,48,right i,16,so i got,10
18,dog,47,it got,16,then upside down,9
19,bird,44,ness monster,15,okay so i,8
