,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,39,i have,16,i think i,5
1,have,18,got it,9,all right i,5
2,got,14,i got,8,right i have,4
3,then,13,all right,6,bird then bird,3
4,it,12,right i,6,i got it,3
5,all,10,i think,5,then bird then,2
6,boat,9,think i,5,right i got,2
7,yeah,8,upside down,4,upside down boat,2
8,right,8,ok i,3,ok i have,2
9,bird,7,bird then,3,i have all,2
10,you,7,then bird,3,upside down eating,1
11,that,6,yeah i,2,are ate an,1
12,think,6,alright i,2,eating apple are,1
13,its,6,have all,2,ate an apple,1
14,of,5,running man,2,an apple than,1
15,do,5,down boat,2,down eating apple,1
16,those,4,i was,2,apple than of,1
17,oh,4,do you,2,than of books,1
18,alright,4,i dont,2,apple are ate,1
19,thats,4,there is,2,good morning yeah,1
