,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,54,got it,53,got it got,36
1,it,53,it got,36,it got it,36
2,then,42,one is,15,first one is,11
3,is,22,first one,11,got it first,9
4,first,16,it first,9,it first one,8
5,with,16,it okay,6,got it okay,6
6,one,15,upside down,5,okay got it,4
7,person,12,i have,4,okay i have,4
8,okay,11,lady in,4,lady in dress,3
9,triangle,7,okay got,4,with no arms,3
10,in,7,okay i,4,upside down person,3
11,down,6,in dress,4,then upside down,3
12,sailboat,6,dog with,3,one is birthday,2
13,have,6,my first,3,is shark person,2
14,dress,5,then dog,3,down person doing,2
15,i,5,down person,3,person doing splits,2
16,lady,5,christmas tree,3,doing splits then,2
17,my,5,person with,3,then lady in,2
18,big,5,then lady,3,is lady in,2
19,dog,5,then upside,3,in dress with,2
