,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,149,i have,117,got it got,20
1,have,120,got it,98,it got it,20
2,it,118,flying bird,30,got it i,18
3,got,107,loch ness,24,it i have,15
4,then,65,upside down,24,loch ness monster,13
5,like,54,it got,20,okay i have,12
6,with,53,it i,19,then i have,11
7,triangle,39,looks like,15,i have like,8
8,flying,36,okay i,14,i got it,8
9,bird,35,ness monster,13,ok i have,8
10,down,34,then i,13,flying bird with,7
11,sailboat,33,to right,12,got it okay,7
12,okay,29,i got,11,i have an,6
13,to,26,palm tree,11,of looks like,5
14,head,24,have like,9,you repeat those,5
15,loch,24,kind of,9,lady with handkerchief,5
16,ness,24,triangle body,8,kind of looks,5
17,upside,24,can you,8,bird with small,5
18,person,23,rocket ship,8,with small head,5
19,that,22,ok i,8,running to right,5
