,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,257,i have,93,okay i have,30
1,like,183,upside down,40,one is like,15
2,i,114,one is,38,second one is,11
3,have,100,okay i,31,then upside down,11
4,with,73,then like,26,my top one,10
5,one,64,is like,20,my first one,10
6,is,60,its like,18,ok i have,9
7,down,54,then person,17,top one is,9
8,okay,52,my first,15,first one is,8
9,its,50,second one,14,i have person,8
10,my,48,flying bird,14,upside down flamingo,7
11,on,47,then my,14,hand corner then,7
12,it,43,first one,14,with two triangles,7
13,person,41,with two,13,my second one,7
14,upside,40,on its,13,left hand corner,7
15,triangle,36,two triangles,12,my third one,7
16,in,33,down then,12,on its side,6
17,boat,29,hand corner,12,i dont know,6
18,of,28,my top,12,loch ness monster,6
19,bird,27,top one,12,i have like,6
