,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,229,got it,199,got it got,108
1,it,222,it got,108,it got it,106
2,then,125,one is,78,i got it,34
3,one,107,i got,58,first one is,28
4,is,95,upside down,42,got it okay,20
5,i,91,first one,36,got it i,20
6,with,64,it okay,21,my first one,15
7,like,62,it i,20,last one is,15
8,my,53,okay i,20,it i got,14
9,down,52,i have,19,third one is,13
10,upside,42,third one,19,okay i got,13
11,okay,42,my first,17,second one is,11
12,first,41,last one,17,okay got it,8
13,its,30,second one,12,got it first,8
14,triangle,27,then i,10,it okay i,8
15,third,26,looks like,10,then upside down,8
16,in,25,two triangles,10,my last one,7
17,of,25,with two,10,is upside down,7
18,last,24,then my,9,got it gotcha,7
19,bird,20,my third,9,it first one,7
