,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,395,i have,184,then i have,44
1,got,237,i got,131,i got this,32
2,then,201,then i,72,loch ness monster,27
3,have,200,upside down,62,then i got,24
4,like,144,got it,55,okay i have,21
5,it,109,got this,36,an upside down,19
6,down,99,flying bird,36,i have an,15
7,with,84,looks like,32,ok i have,13
8,this,67,loch ness,28,i have like,12
9,upside,64,ness monster,27,so i got,10
10,one,61,okay i,26,i got it,10
11,triangle,59,ive got,23,i dont know,10
12,is,59,an upside,20,got it i,9
13,sailboat,57,one is,17,got it okay,9
14,guy,56,last one,16,have an upside,8
15,bird,55,have an,15,then last one,8
16,flying,54,ok i,14,last one is,8
17,okay,54,i dont,14,i have this,8
18,to,54,going to,14,upside down sailboat,7
19,that,54,have like,13,yo i got,7
