,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,75,got it,67,it got it,39
1,got,70,i have,50,got it got,37
2,i,66,it got,39,got it i,16
3,have,50,one is,22,it i have,14
4,then,38,it i,16,first one is,9
5,one,31,upside down,16,my first one,8
6,is,29,first one,9,next one is,6
7,down,26,looks like,8,my next one,6
8,my,23,my first,8,then i have,6
9,with,22,i got,7,an upside down,5
10,guy,17,guy running,6,last one is,5
11,upside,17,next one,6,i got it,5
12,like,15,my next,6,got it okay,4
13,sailboat,15,last one,6,my last one,4
14,sideways,14,then i,6,down i have,4
15,on,12,sailboat with,5,is upside down,4
16,an,11,an upside,5,i have guy,4
17,first,9,going down,5,it my first,4
18,of,9,then my,5,got it my,4
19,running,8,down i,4,i have an,3
