,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,104,got it,91,got it got,54
1,it,94,it got,54,it got it,51
2,then,39,i have,18,okay i have,9
3,with,29,upside down,15,got it ok,6
4,i,28,okay i,9,ok i have,5
5,down,22,ive got,7,got it i,5
6,like,20,hind legs,7,got it okay,5
7,have,20,ok i,6,it okay i,5
8,triangle,15,it ok,6,then upside down,5
9,upside,15,on its,5,it ok i,4
10,in,14,then upside,5,dog with square,4
11,one,14,it i,5,on its hind,4
12,dog,13,dog with,5,its hind legs,4
13,guy,12,it okay,5,hind legs with,3
14,square,12,with square,5,upside down duck,3
15,legs,12,with triangle,4,with square head,3
16,on,10,holding triangle,4,then dog with,3
17,its,10,or something,4,i pressed done,2
18,left,10,square head,4,bird with triangle,2
19,or,10,then guy,4,it i pressed,2
