,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,63,i got,29,i got it,6
1,got,51,got it,23,i got that,4
2,it,34,i have,8,got it i,4
3,cool,13,i think,5,so i got,3
4,that,12,got that,4,i think i,3
5,yeah,9,got this,4,cool got it,3
6,you,8,it i,4,got it got,3
7,have,8,nacho bowl,4,it got it,3
8,thats,7,think i,4,nacho bowl i,3
9,think,7,so i,3,i got this,3
10,then,7,cool man,3,got it cool,2
11,yo,6,it cool,3,bowl i got,2
12,see,6,cool cool,3,yo yo yo,2
13,to,6,cool got,3,got it yo,2
14,man,6,yeah i,3,loch ness monster,2
15,nacho,5,yo yo,3,yeah yeah yeah,2
16,of,5,bowl i,3,thats what he,2
17,two,5,i dont,3,what he says,2
18,bowl,5,upside down,3,then i got,2
19,oh,5,i see,3,two nacho bowl,2
