,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,64,i got,40,then i got,8
1,got,58,i have,17,loch ness monster,8
2,then,51,then i,15,then i have,7
3,with,21,ive got,12,i got this,7
4,have,21,upside down,9,boat i have,4
5,looking,15,loch ness,8,uh loch ness,4
6,triangle,15,ness monster,8,remember that for,3
7,down,14,got this,7,square snout dog,3
8,like,14,flying bird,6,that for me,3
9,weird,13,square snout,5,flying bird with,3
10,right,13,right then,4,i got square,3
11,ive,12,uh loch,4,ness monster i,3
12,its,11,boat i,4,ness monster tornado,3
13,this,11,on left,4,got square snout,3
14,um,10,big triangle,4,then upside down,2
15,that,10,all right,4,bottom right then,2
16,monster,9,repeat that,3,in bottom right,2
17,you,9,got square,3,yo i got,2
18,in,9,snout dog,3,rubber duck then,2
19,guy,9,looking down,3,on left side,2
