,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,221,got it,175,got it got,110
1,it,186,one is,135,it got it,108
2,got,180,it got,110,first one is,79
3,one,154,first one,84,my first one,44
4,then,125,my first,46,last one is,31
5,my,105,upside down,46,got it first,22
6,first,93,last one,38,it first one,20
7,with,83,third is,37,my last one,20
8,down,57,second is,28,got it my,19
9,last,46,it first,22,it my first,19
10,upside,46,my last,22,my next one,17
11,third,43,it my,19,next one is,17
12,second,41,my next,18,is upside down,17
13,in,32,next one,17,then i have,14
14,on,29,is upside,17,then my last,10
15,i,29,i have,16,one is giant,9
16,sailboat,24,then my,15,then upside down,9
17,person,23,then i,15,one is upside,8
18,of,22,with two,12,got it okay,8
19,looking,21,lady in,10,lady in dress,7
