,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,70,got it,60,it got it,42
1,it,62,it got,42,got it got,42
2,i,19,i got,10,got it i,5
3,down,9,i have,7,i got it,4
4,one,7,upside down,6,it i got,3
5,have,7,it i,5,think i got,3
6,upside,6,ive got,4,bunny cat perched,2
7,bunny,6,think i,3,chipmunk bunny cat,2
8,up,5,one is,3,okay ive got,2
9,sideways,5,it ive,2,loch ness monster,2
10,then,5,got crab,2,it ive got,2
11,turkey,5,okay ive,2,i have turkey,2
12,ive,4,loch ness,2,got it ive,2
13,just,4,ness monster,2,cat perched up,2
14,dog,4,perched up,2,i think i,2
15,crab,4,cat perched,2,back leg letter,1
16,is,3,bunny cat,2,got it think,1
17,think,3,chipmunk bunny,2,throwing stars this,1
18,sailboat,3,native american,2,like top facing,1
19,right,3,have turkey,2,top facing down,1
