,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,89,got it,63,got it got,21
1,it,70,one is,28,it got it,19
2,i,64,i have,25,first one is,16
3,is,61,upside down,22,got it i,9
4,then,49,it got,21,my first one,7
5,one,48,first one,19,can you repeat,6
6,down,34,i got,12,last one is,6
7,with,33,last one,11,then last one,6
8,have,32,third is,11,is weird looking,5
9,triangle,27,second is,10,lady in dress,5
10,in,25,can you,9,loch ness monster,4
11,first,24,it i,9,it i got,4
12,on,24,you repeat,7,you repeat those,4
13,upside,22,my first,7,got it first,4
14,that,21,okay i,7,it first one,4
15,boat,21,ive got,7,one is weird,3
16,second,20,with two,6,say that again,3
17,third,19,flying bird,6,alright my first,3
18,dog,19,in dress,6,dog got it,3
19,sideways,18,then last,6,is road runner,3
