,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,120,i have,48,so i have,7
1,i,89,i got,27,got it i,7
2,like,77,one is,26,second one is,6
3,one,66,upside down,16,one is like,6
4,have,50,looks like,14,so i got,6
5,got,42,got it,13,last one is,6
6,is,41,so i,13,heads closer to,6
7,its,36,third one,12,my top one,6
8,triangle,34,last one,12,third one is,6
9,it,30,its like,11,then last one,5
10,with,30,top one,10,then third one,5
11,down,24,is like,9,kind of looks,5
12,right,22,kind of,9,of looks like,5
13,of,21,first one,8,its heads closer,5
14,so,21,second one,8,it i have,5
15,my,20,holding triangle,7,top one is,4
16,on,17,with triangle,7,loch ness monster,4
17,upside,16,closer to,7,then i have,4
18,top,15,two triangles,7,on one foot,4
19,that,15,it i,7,okay so i,4
