,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,58,i have,52,then i have,8
1,have,54,flying bird,10,ok i have,7
2,then,42,upside down,9,okay i have,6
3,like,26,then i,8,i have an,5
4,down,19,ok i,7,going to right,4
5,triangle,14,okay i,7,an upside down,4
6,with,14,going down,5,loch ness monster,3
7,going,14,going to,5,dragon i have,3
8,an,13,an upside,5,have an arrow,3
9,flying,11,have an,5,i have flying,3
10,bird,11,to right,4,i have house,3
11,upside,10,looks like,4,ram going to,2
12,big,10,sea monster,4,can you repeat,2
13,it,9,loch ness,3,an arrow with,2
14,okay,8,palm tree,3,have sea monster,2
15,its,8,dragon i,3,sea monster going,2
16,ok,8,an arrow,3,flamingo i have,2
17,weird,8,house with,3,fish going down,2
18,boat,7,then like,3,i have sea,2
19,monster,7,fish then,3,i have whale,2
