,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,570,i have,192,my top one,28
1,like,441,upside down,74,one is like,28
2,i,262,one is,72,i have like,22
3,have,205,then like,62,i have person,21
4,one,150,then person,40,top one is,21
5,person,119,my top,39,second one is,19
6,is,115,is like,38,it has like,19
7,its,114,has like,37,i dont know,18
8,my,112,top one,36,my third one,18
9,with,109,its like,36,left hand corner,17
10,down,107,then boat,34,right hand corner,17
11,on,102,hand corner,34,lady in dress,16
12,it,101,looks like,31,then boat then,15
13,in,97,boat then,30,loch ness monster,15
14,triangle,91,it has,30,my second one,15
15,top,91,then my,30,third one is,15
16,boat,90,right hand,27,hand corner then,14
17,upside,74,left hand,27,okay my top,14
18,right,74,second one,25,on its side,12
19,has,64,i dont,25,okay i have,12
