,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,155,got it,145,got it got,103
1,it,150,it got,104,it got it,103
2,i,31,it i,12,got it i,12
3,then,15,i got,9,it i have,5
4,with,12,i have,9,got it okay,4
5,like,10,i think,6,i got it,4
6,have,9,upside down,5,it i think,3
7,down,8,it okay,4,it okay i,3
8,person,7,okay i,4,got it yeah,3
9,triangle,7,it gotcha,3,got got it,3
10,yeah,6,gotcha got,3,got it gotcha,3
11,one,6,got got,3,it gotcha got,3
12,gotcha,6,person with,3,gotcha got it,3
13,think,6,it yeah,3,then rocket ship,2
14,ram,6,with triangle,2,person with triangle,2
15,dog,6,yep got,2,got it ive,2
16,okay,5,fish ram,2,i got got,2
17,upside,5,it ive,2,yep got it,2
18,sailboat,5,ive got,2,got it dog,2
19,fish,5,person i,2,yeah got it,2
