,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,162,got it,136,got it got,80
1,it,142,it got,80,it got it,79
2,then,109,i got,36,got it i,20
3,i,59,one is,32,it i got,17
4,is,40,it i,20,i got it,12
5,one,39,upside down,20,first one is,11
6,with,37,i have,13,got it alright,9
7,down,26,all right,12,then upside down,9
8,guy,21,first one,11,fourth one is,7
9,upside,20,it alright,9,it all right,7
10,right,18,then upside,9,got it all,7
11,all,13,second one,9,all right i,7
12,second,13,fourth one,8,right got it,6
13,have,13,third one,7,third one is,6
14,triangle,12,it all,7,second one is,6
15,top,12,right i,7,right i got,5
16,on,12,holding triangle,7,with its wings,5
17,alright,11,with its,7,bird with its,5
18,first,11,right got,6,its wings spread,5
19,in,10,on top,6,my first one,5
