,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,204,got it,193,got it got,119
1,got,202,it got,120,it got it,119
2,i,59,i got,32,i got it,25
3,then,33,it i,16,got it i,16
4,have,16,i have,16,got it okay,14
5,okay,15,it okay,14,it i got,11
6,like,12,yeah i,8,got it yeah,8
7,one,12,it yeah,8,it okay got,7
8,yeah,12,upside down,7,okay got it,7
9,is,11,okay got,7,yeah i got,6
10,down,9,one is,6,gotcha got it,5
11,gotcha,8,it gotcha,5,okay i have,5
12,of,8,first one,5,it okay i,5
13,with,7,okay i,5,got it yep,5
14,you,7,it yep,5,got it gotcha,5
15,yep,7,gotcha got,5,think i got,5
16,think,7,think i,5,first one is,4
17,upside,7,i think,5,it yeah i,4
18,sailboat,7,yeah got,4,i think i,4
19,my,6,then i,4,then i have,4
