,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,98,one is,51,first one is,25
1,is,96,first one,29,last one is,18
2,one,77,upside down,26,my first one,12
3,got,56,got it,21,is upside down,11
4,with,51,last one,18,then last one,8
5,first,50,ive got,17,my last one,8
6,like,36,third is,15,one is upside,7
7,down,33,second is,15,got it first,7
8,right,29,my first,13,then my last,7
9,in,29,is upside,11,lady in dress,6
10,second,28,i have,10,it first one,6
11,my,27,then last,10,then second one,5
12,it,27,on right,9,then i have,5
13,last,27,then my,8,with no arms,5
14,on,26,second one,8,it my first,5
15,upside,26,holding triangle,8,right side up,5
16,third,25,my last,8,got it my,5
17,guy,23,it first,7,in dress with,4
18,triangle,20,in dress,7,then upside down,4
19,ive,17,road runner,7,dress with no,4
