,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,53,i have,49,then i have,8
1,have,51,flying bird,10,ok i have,7
2,then,39,upside down,8,okay i have,6
3,like,22,then i,8,going to right,4
4,down,15,okay i,7,i have an,4
5,going,14,ok i,7,loch ness monster,3
6,triangle,13,going to,5,i have flying,3
7,with,12,got it,5,an upside down,3
8,it,11,going down,5,have an arrow,3
9,bird,11,looks like,4,i have house,3
10,flying,11,have an,4,i have dragon,2
11,ok,10,an upside,4,bird i have,2
12,an,10,sea monster,4,house with chimney,2
13,big,9,to right,4,an arrow with,2
14,upside,9,have flying,3,palm tree in,2
15,okay,8,palm tree,3,have sea monster,2
16,its,7,an arrow,3,i have sea,2
17,monster,7,like on,3,you repeat that,2
18,boat,7,ness monster,3,flying bird i,2
19,to,7,loch ness,3,have flying bird,2
