,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,30,got it,18,got it okay,10
1,it,18,okay got,10,okay got it,7
2,okay,15,it okay,10,it okay got,7
3,i,9,i got,8,it got it,5
4,that,8,got that,7,got it got,5
5,then,2,it got,5,okay i got,3
6,ok,2,okay i,3,okay got that,3
7,up,1,that got,2,that got it,2
8,bird,1,ok got,2,i got that,2
9,uh,1,with him,1,got that got,2
10,raptor,1,that last,1,shark hammer okay,1
11,last,1,call dragon,1,bird then uh,1
12,guys,1,dragon flamingo,1,boat shark hammer,1
13,running,1,thats cool,1,that then that,1
14,on,1,flamingo flying,1,got that then,1
15,youre,1,flying bird,1,raptor okay i,1
16,flamingo,1,bird then,1,uh raptor okay,1
17,first,1,then uh,1,then uh raptor,1
18,name,1,uh raptor,1,flying bird then,1
19,basis,1,raptor okay,1,hammer okay got,1
