,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,29,got it,27,got it got,17
1,got,28,it got,17,it got it,16
2,with,10,on its,3,on its side,3
3,then,5,with two,3,got it gotcha,2
4,on,4,its side,3,got it bird,2
5,its,4,gotcha got,2,i got it,2
6,bird,4,out of,2,taken out of,2
7,of,3,i got,2,out of it,2
8,side,3,of it,2,gotcha got it,2
9,i,3,triangle body,2,it gotcha got,2
10,house,3,then house,2,holding tray at,1
11,two,3,house with,2,taking shit sailboat,1
12,triangle,3,it bird,2,bird taking shit,1
13,you,2,with square,2,it bird taking,1
14,shit,2,it gotcha,2,dress got it,1
15,square,2,taken out,2,in dress got,1
16,right,2,lady in,1,lady in dress,1
17,taken,2,tray at,1,blurry lady in,1
18,sailboat,2,blurry lady,1,then blurry lady,1
19,um,2,then blurry,1,level then blurry,1
