,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,130,got it,114,got it got,74
1,got,129,it got,75,it got it,72
2,i,39,it okay,13,got it okay,12
3,then,28,i got,10,got it i,9
4,this,18,i have,10,okay got it,6
5,okay,17,it i,9,it okay i,5
6,to,16,flying bird,6,it okay got,5
7,have,15,upside down,6,i got it,5
8,that,13,okay i,6,it i have,4
9,with,13,okay got,6,going to left,3
10,on,12,sea monster,6,cut off then,3
11,guy,11,then he,5,it i got,3
12,was,11,cut off,5,okay i had,2
13,flamingo,11,going to,4,head cut off,2
14,like,10,guy running,4,got it ok,2
15,triangle,10,so i,3,i love it,2
16,flying,10,to left,3,okay i have,2
17,down,10,lets see,3,got it have,2
18,so,9,with triangle,3,right side up,2
19,he,9,sideways flamingo,3,its head cut,2
