,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,125,got it,99,it got it,45
1,i,119,i have,96,got it got,44
2,got,105,it got,45,got it i,27
3,have,100,it i,28,then i have,26
4,then,78,then i,28,it i have,22
5,like,55,with like,12,okay i have,9
6,with,40,upside down,12,i have sailboat,8
7,down,24,looks like,10,it looks like,6
8,sailboat,23,okay i,9,i have like,6
9,an,20,have sailboat,8,an upside down,6
10,weird,18,flying bird,8,got it okay,6
11,okay,17,it looks,8,it okay i,5
12,sideways,16,sailboat with,7,okay got it,5
13,of,15,bird with,7,speedboat going down,4
14,boat,15,an upside,6,half christmas tree,4
15,one,15,have like,6,upside down boat,4
16,on,15,it okay,6,sailboat i have,4
17,bird,14,speedboat going,6,i have sideways,4
18,dog,14,going down,5,i have dog,4
19,upside,13,christmas tree,5,ship got it,3
