,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,115,got it,108,it got it,59
1,got,112,it got,60,got it got,59
2,i,63,i got,24,i got it,22
3,have,25,i have,23,got it i,18
4,with,18,it i,19,it i got,12
5,okay,16,it okay,8,got it okay,8
6,like,14,okay i,6,done got it,6
7,done,10,done got,6,okay i have,5
8,then,9,then i,6,okay got it,4
9,two,7,with two,4,i have person,4
10,sailboat,6,okay got,4,then i have,4
11,of,6,have person,4,got it yep,3
12,down,5,long tail,3,it okay got,3
13,its,5,looks like,3,it done got,3
14,that,5,it yep,3,got it done,3
15,is,4,it done,3,i have like,2
16,one,4,done okay,3,two cut outs,2
17,ok,4,sailboat with,3,it i have,2
18,flamingo,4,cut outs,2,that i got,2
19,person,4,have like,2,it yep i,2
