,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,37,got it,34,got it got,21
1,it,34,it got,21,it got it,20
2,then,10,gotcha got,7,gotcha got it,7
3,one,9,one is,7,got it gotcha,6
4,is,8,it gotcha,6,it gotcha got,6
5,gotcha,7,first one,4,first one is,4
6,guy,5,then guy,3,my next one,2
7,my,5,upside down,3,next one is,2
8,with,5,sailboat with,3,my first one,2
9,first,4,on left,2,it my first,2
10,on,4,next one,2,got it my,2
11,down,4,my next,2,one is sailboat,2
12,boat,3,my first,2,is sailboat with,2
13,right,3,it my,2,it first one,2
14,sailboat,3,with three,2,got it first,2
15,upside,3,is sailboat,2,arms then guy,1
16,trapezoid,2,it first,2,it got guy,1
17,triangles,2,fetal position,2,guy on bike,1
18,sideways,2,i got,2,on bike little,1
19,second,2,got guy,1,bike little kid,1
