,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,92,i have,38,going to left,6
1,then,72,upside down,25,loch ness monster,5
2,guy,42,i got,23,right side up,4
3,got,42,flying bird,22,big flying bird,4
4,have,41,sea monster,10,um i have,3
5,to,39,going to,9,dog going to,3
6,like,35,to left,9,cut off then,3
7,down,35,then he,8,on one foot,3
8,with,34,okay i,8,okay so this,3
9,one,32,rocket ship,8,okay i have,3
10,triangle,31,looks like,6,flamingo sideways flamingo,3
11,flamingo,28,okay so,6,triangle with cut,3
12,sailboat,28,pizza guy,6,i have ram,3
13,it,27,wanted to,6,guy thats kind,3
14,bird,26,guy thats,5,thats kind of,3
15,dog,26,cut off,5,sailboat i have,3
16,upside,25,lets see,5,arrowhead guy thats,3
17,flying,25,dog going,5,upside down flying,3
18,so,24,i saw,5,kind of pointing,3
19,this,24,triangle body,5,he wanted to,3
