,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,101,one is,54,first one is,26
1,is,99,first one,30,last one is,18
2,one,81,upside down,26,my first one,13
3,with,54,last one,18,is upside down,11
4,first,51,ive got,17,my last one,8
5,got,37,second is,15,then last one,8
6,like,36,third is,15,then my last,7
7,down,33,my first,14,one is upside,7
8,right,30,is upside,11,lady in dress,6
9,my,30,i have,10,right side up,5
10,in,29,on right,10,then second one,5
11,second,29,then last,10,with no arms,5
12,on,28,second one,9,then i have,5
13,last,27,then my,9,one is x,4
14,upside,26,my last,8,second one is,4
15,third,25,holding triangle,8,in dress with,4
16,guy,23,third one,7,dress with no,4
17,triangle,20,right side,7,then upside down,4
18,sailboat,18,road runner,7,all right ive,4
19,ive,17,kind of,7,right ive got,4
