,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,97,got it,51,loch ness monster,20
1,i,67,i have,42,got it got,10
2,it,57,ive got,33,it got it,10
3,with,53,loch ness,22,okay ive got,8
4,then,51,ness monster,20,i got it,7
5,have,47,upside down,16,got it okay,7
6,guy,35,flying bird,14,got it i,6
7,like,34,i got,11,bird with tail,6
8,ive,33,it got,10,okay i have,6
9,down,30,bird with,8,ive got this,5
10,bird,29,with two,8,lady with handkerchief,5
11,flamingo,26,to left,8,an upside down,5
12,okay,24,okay ive,8,okay got it,4
13,to,23,okay i,8,duck with two,4
14,ness,22,going to,8,ive got ram,4
15,loch,22,with tail,7,it okay ive,4
16,monster,20,it okay,7,flamingo looking back,4
17,sailboat,20,with handkerchief,7,upside down flamingo,3
18,weird,19,got this,7,it i got,3
19,an,19,looks like,7,going to left,3
