,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,31,got it,15,it got it,6
1,i,20,ive got,10,got it got,6
2,then,19,i have,10,mess of shapes,4
3,it,17,i got,8,i got it,3
4,with,15,okay i,6,okay i got,3
5,have,12,fish swimming,6,fish swimming up,3
6,down,12,it got,6,shapes got it,3
7,shapes,11,upside down,5,got it okay,3
8,okay,10,mess of,4,fish swimming down,3
9,ive,10,of shapes,4,okay ive got,2
10,up,9,bird with,4,think i got,2
11,like,8,this weird,4,all right i,2
12,weird,8,swimming down,3,right side up,2
13,guy,8,it okay,3,rabbit thats running,2
14,right,7,with tail,3,with two feet,2
15,bird,7,shapes got,3,house with an,2
16,fish,6,with two,3,it okay i,2
17,swimming,6,right side,3,up i have,2
18,an,6,then shapes,3,i think i,2
19,of,5,right i,3,bird with tail,2
