,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,153,got it,132,got it got,64
1,got,151,it got,65,it got it,61
2,i,75,i have,33,got it i,25
3,have,37,it i,25,it i have,16
4,with,28,i got,19,i got it,9
5,bird,22,flying bird,16,right side up,5
6,on,21,loch ness,14,i think i,5
7,up,21,upside down,7,think i got,4
8,like,19,i think,7,it i got,4
9,is,19,hang on,6,flying bird got,3
10,down,18,looks like,6,with box on,3
11,then,18,i dont,5,shark with box,3
12,flying,18,right side,5,it got you,3
13,one,15,think i,5,duck flying bird,3
14,you,15,side up,5,bird got it,3
15,its,15,one is,5,got it yeah,3
16,loch,14,on his,5,i have speed,3
17,to,14,facing down,5,tornado loch ness,3
18,flamingo,14,okay so,5,i dont know,3
19,ness,14,on its,4,crab speed boat,2
