,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,30,upside down,19,loch ness monster,12
1,i,25,ive got,15,right side up,4
2,down,24,loch ness,12,an upside down,4
3,then,20,ness monster,12,upside down sailboat,3
4,upside,19,i got,12,sailboat right side,2
5,sailboat,16,i have,8,first two again,2
6,ive,15,one is,6,last one is,2
7,with,15,bird flying,6,bird with tail,2
8,sideways,15,to left,5,flamingo looking backwards,2
9,loch,12,last one,4,half christmas tree,2
10,flying,12,right side,4,bird flying up,2
11,ness,12,christmas tree,4,lady in dress,2
12,monster,12,got it,4,upside down flamingo,2
13,triangle,11,side up,4,ok ive got,2
14,it,11,an upside,4,third one is,2
15,boat,11,dog facing,3,dog facing to,2
16,bird,11,down sailboat,3,tornado loch ness,2
17,one,11,in dress,3,ness monster bunny,2
18,an,9,with tail,3,monster bunny fish,2
19,up,9,throwing star,3,ive got an,2
