,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,240,got it,236,got it got,196
1,it,238,it got,196,it got it,195
2,then,52,one is,31,first one is,24
3,is,45,first one,27,got it first,16
4,one,38,upside down,20,it first one,15
5,first,29,it first,16,then i have,8
6,with,26,i have,9,my first one,7
7,down,24,then i,9,got it my,7
8,i,20,my first,8,is upside down,6
9,upside,20,second is,7,got it i,6
10,my,16,i got,7,it my first,5
11,have,9,it my,7,last one is,5
12,on,8,last one,6,then upside down,4
13,boat,8,it i,6,i got it,4
14,last,8,is upside,6,upside down flamingo,4
15,guy,8,third is,5,got got it,3
16,second,8,with two,5,i got got,3
17,two,7,with long,4,one with arrow,3
18,triangle,7,down flamingo,4,yeah got it,3
19,third,6,then last,4,vase got it,3
