,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,143,got it,136,got it got,103
1,it,138,it got,104,it got it,101
2,i,23,i have,12,got it i,7
3,then,16,it i,7,okay i have,6
4,like,13,okay i,6,got it okay,5
5,with,12,it okay,5,gotcha got it,5
6,have,12,gotcha got,5,it okay i,4
7,guy,10,upside down,5,it gotcha got,4
8,down,10,it gotcha,4,got it gotcha,4
9,one,9,got you,4,it i have,3
10,triangle,9,then guy,3,you got it,3
11,in,9,holding triangle,3,got you got,3
12,okay,8,with triangle,3,it got you,3
13,right,7,triangle then,3,got it ok,3
14,turkey,6,you got,3,okay got it,2
15,is,6,i got,3,ok got it,2
16,upside,5,third one,3,it ok i,2
17,gotcha,5,one is,3,triangle then guy,2
18,on,5,it ok,3,done got it,2
19,holding,4,or something,3,with triangle body,2
