,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,54,i have,32,got it got,7
1,then,54,got it,23,then i have,6
2,got,41,i got,14,it got it,6
3,have,35,upside down,11,okay i have,5
4,it,30,all right,10,all right so,4
5,like,19,then i,9,right i have,4
6,down,16,okay i,8,all right i,4
7,okay,15,it got,7,i got you,4
8,right,14,speed boat,6,right so i,3
9,boat,13,boat then,5,ness monster then,3
10,with,13,right i,5,okay i got,3
11,upside,11,looks like,5,okay got it,3
12,all,11,got you,5,got it okay,3
13,is,11,one i,4,then upside down,3
14,one,10,it i,4,loch ness monster,3
15,on,10,so i,4,shapes got it,3
16,of,10,right so,4,one i have,3
17,its,9,okay got,3,got it i,3
18,to,9,it okay,3,flying bird going,2
19,bird,8,flying bird,3,i have hexagon,2
