,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,183,one is,107,first one is,56
1,then,159,first one,59,my first one,28
2,one,138,upside down,42,last one is,22
3,my,96,last one,34,next one is,17
4,first,68,my first,30,my next one,16
5,like,62,i have,29,my last one,15
6,down,60,third is,28,is upside down,15
7,with,50,second is,20,then last one,12
8,i,43,my next,19,one is upside,7
9,upside,42,next one,17,my third is,7
10,third,40,looks like,17,one is x,6
11,in,40,then last,16,my top one,6
12,last,39,is upside,15,kinda looks like,6
13,second,36,my last,15,one is giant,6
14,on,34,boat then,13,one is cat,6
15,triangle,34,triangle body,12,with his head,6
16,boat,32,my third,11,okay my top,5
17,it,31,his head,10,then my last,5
18,have,31,is giant,9,upside down bird,5
19,person,27,then like,9,lady in dress,5
