,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,178,i have,127,then i have,24
1,have,132,got it,41,okay i have,17
2,it,69,then i,28,i got it,13
3,then,61,okay i,20,got it okay,11
4,like,52,i got,17,it got it,11
5,got,48,flying bird,13,got it got,11
6,okay,39,looks like,12,ok i have,10
7,with,38,upside down,12,i dont know,9
8,down,25,it okay,12,i have like,8
9,to,23,ok i,11,loch ness monster,7
10,bird,21,it got,11,i have an,6
11,two,20,bird with,10,it okay i,6
12,sailboat,19,i dont,10,i have dog,5
13,triangle,19,dont know,9,got it i,5
14,flying,19,have like,8,i have cat,4
15,on,18,with two,8,i have slope,4
16,ok,17,rubber ducky,8,i have bird,4
17,guy,17,to right,7,have bird with,4
18,an,17,loch ness,7,it looks like,4
19,going,16,like an,7,have an arrow,4
