,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,96,got it,77,got it got,35
1,it,85,i have,63,it got it,34
2,got,82,it got,35,then i have,16
3,have,66,then i,18,got it i,14
4,then,36,i got,15,i got it,13
5,with,27,it i,14,okay i have,9
6,like,25,upside down,10,it i got,6
7,down,19,okay i,10,i have person,6
8,okay,19,have person,6,got it okay,5
9,triangle,15,with two,6,i have sailboat,4
10,person,14,looks like,6,it i have,4
11,sailboat,14,dog going,5,an upside down,4
12,going,12,it okay,5,i have crab,3
13,two,11,holding triangle,4,sailboat then i,3
14,one,11,sailboat then,4,done got it,3
15,ok,11,sailboat with,4,i have an,3
16,that,10,have an,4,have an upside,3
17,is,10,an upside,4,with two cut,3
18,upside,10,cut outs,4,two cut outs,3
19,apple,9,have sailboat,4,ok i have,3
